iteration,pp_stage,behavior,kind,round,group_key,fct_group_id,group_size,observed_ranks,payload_bytes,reference_first_start_ns,reference_ready_ns,reference_group_end_ns,simulated_first_start_ns,simulated_ready_ns,simulated_group_end_ns,reference_tail_after_last_release_ns,simulated_tail_after_last_release_ns,network_tail_shift_ns,group_finish_shift_ns,iteration_drag_ns,hidden_by_slack_ns,downstream_slack_ns,exposure_ratio,fully_hidden,critical_before,critical_after
55,8,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1175,iter55:pp8:edp_ag1:round1:expert_dp_param_allgather:pg=1175,2,2,1887436800,1785477765165709863,1785477765165766153,1785477765219922574,1785477765165709863,1785477765165766153,1785477765230753858,54156421,64987705,10831284,10831284,0,10831284,19925685,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1177,iter55:pp8:edp_ag1:round1:expert_dp_param_allgather:pg=1177,2,2,1887436800,1785477765165675160,1785477765165697124,1785477765217676833,1785477765165675160,1785477765165697124,1785477765228072775,51979709,62375651,10395942,10395942,0,10395942,22171426,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1179,iter55:pp8:edp_ag1:round1:expert_dp_param_allgather:pg=1179,2,2,1887436800,1785477765165730412,1785477765165770997,1785477765226425976,1785477765165730412,1785477765165770997,1785477765238556972,60654979,72785975,12130996,12130996,0,12130996,13422283,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1181,iter55:pp8:edp_ag1:round1:expert_dp_param_allgather:pg=1181,2,2,1887436800,1785477765165708456,1785477765165737239,1785477765219631706,1785477765165708456,1785477765165737239,1785477765230410599,53894467,64673360,10778893,10778893,0,10778893,20216553,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1183,iter55:pp8:edp_ag1:round1:expert_dp_param_allgather:pg=1183,2,2,1887436800,1785477765165729144,1785477765165749879,1785477765219402878,1785477765165729144,1785477765165749879,1785477765230133478,53652999,64383599,10730600,10730600,0,10730600,20445381,0.0,True,False,False
55,8,expert_dp_param_allgather,edp_ag1,1,expert_dp_param_allgather:pg=1185,iter55:pp8:edp_ag1:round1:expert_dp_param_allgather:pg=1185,2,2,1887436800,1785477765165712722,1785477765165764371,1785477765217844564,1785477765165712722,1785477765165764371,1785477765228260603,52080193,62496232,10416039,10416039,0,10416039,22003695,0.0,True,False,False
55,8,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1171,iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1171,2,2,7549747200,1785477758929970965,1785477758930097162,1785477759150035591,1785477758929970965,1785477758930097162,1785477759194023277,219938429,263926115,43987686,43987686,0,43987686,5824780877,0.0,True,False,False
55,8,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1173,iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1173,2,2,7549747200,1785477758930108160,1785477758930108764,1785477759137633880,1785477758930108160,1785477758930108764,1785477759179138903,207525116,249030139,41505023,41505023,0,41505023,5837182588,0.0,True,False,False
55,8,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1175,iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1175,2,2,7549747200,1785477758929635997,1785477758929888791,1785477759143831684,1785477758929635997,1785477758929888791,1785477759186620263,213942893,256731472,42788579,42788579,0,42788579,5830984784,0.0,True,False,False
55,8,expert_dp_grad_reduce_scatter,edp_rs,0,expert_dp_grad_reduce_scatter:pg=1177,iter55:pp8:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1177,2,2,7549747200,1785477758929920821,1785477758930265657,1785477759142280414,1785477758929920821,1785477758930265657,1785477759184683365,212014757,254417708,42402951,42402951,0,42402951,5832536054,0.0,True,False,False
