iteration,node_id,kind,phase,microbatch,rank,pp_stage,pp_lane,src_rank,dst_rank,src_stage,dst_stage,sequence,region,duration_ns,network_service_ns,software_completion_ns,observed_start_ns,observed_end_ns,predicted_start_ns,predicted_end_ns,critical_predecessor,local_wait_ns
55,rank71:F1,compute,forward,1,71,4,7,71,71,4,4,1,warmup,317012606,0,0,1.7854777463028037e+18,1.7854777466198164e+18,1485884878,1802897484,lane7:F0:s4->s5,4712346
55,rank87:F0,compute,forward,0,87,5,7,87,87,5,5,0,warmup,314743240,0,0,1.7854777462976686e+18,1.7854777466124116e+18,1485884878,1800628118,lane7:F0:s4->s5,1485884878
55,lane7:F2:s2->s3,pp_message,forward,2,-1,2,7,39,55,2,3,-1,p2p,4712346,4712346,0,,,1622034971,1626747317,rank39:F2,0
55,rank39:F3,compute,forward,3,39,2,7,39,39,2,2,3,warmup,317177844,0,0,1.7854777464527619e+18,1.7854777467699397e+18,1626747317,1943925161,lane7:F2:s2->s3,4712346
55,rank55:F2,compute,forward,2,55,3,7,55,55,3,3,2,warmup,315358224,0,0,1.7854777464475523e+18,1.7854777467629105e+18,1626747317,1942105541,lane7:F2:s2->s3,155465817
55,lane7:F0:s5->s6,pp_message,forward,0,-1,5,7,87,103,5,6,-1,p2p,4712346,4712346,0,,,1800628118,1805340464,rank87:F0,0
55,lane7:F1:s4->s5,pp_message,forward,1,-1,4,7,71,87,4,5,-1,p2p,4712346,4712346,0,,,1802897484,1807609830,rank71:F1,0
55,rank103:F0,compute,forward,0,103,6,7,103,103,6,6,0,warmup,318034304,0,0,1.7854777466180626e+18,1.785477746936097e+18,1805340464,2123374768,lane7:F0:s5->s6,1805340464
55,rank87:F1,compute,forward,1,87,5,7,87,87,5,5,1,warmup,312569415,0,0,1.785477746625084e+18,1.7854777469376535e+18,1807609830,2120179245,lane7:F1:s4->s5,6981712
55,lane7:F2:s3->s4,pp_message,forward,2,-1,3,7,55,71,3,4,-1,p2p,4712346,4712346,0,,,1942105541,1946817887,rank55:F2,0
55,lane7:F3:s2->s3,pp_message,forward,3,-1,2,7,39,55,2,3,-1,p2p,4712346,4712346,0,,,1943925161,1948637507,rank39:F3,0
55,rank71:F2,compute,forward,2,71,4,7,71,71,4,4,2,warmup,316091985,0,0,1.7854777467681743e+18,1.7854777470842662e+18,1946817887,2262909872,lane7:F2:s3->s4,143920403
55,rank55:F3,compute,forward,3,55,3,7,55,55,3,3,3,warmup,334144418,0,0,1.7854777467750653e+18,1.7854777471092099e+18,1948637507,2282781925,lane7:F3:s2->s3,6531966
55,lane7:F1:s5->s6,pp_message,forward,1,-1,5,7,87,103,5,6,-1,p2p,4712346,4712346,0,,,2120179245,2124891591,rank87:F1,0
55,lane7:F0:s6->s7,pp_message,forward,0,-1,6,7,103,119,6,7,-1,p2p,4712346,4712346,0,,,2123374768,2128087114,rank103:F0,0
55,rank103:F1,compute,forward,1,103,6,7,103,103,6,6,1,warmup,315657193,0,0,1.7854777469477181e+18,1.7854777472633754e+18,2128087114,2443744307,lane7:F0:s6->s7,4712346
55,rank119:F0,compute,forward,0,119,7,7,119,119,7,7,0,warmup,316263921,0,0,1.785477746942215e+18,1.7854777472584788e+18,2128087114,2444351035,lane7:F0:s6->s7,2128087114
55,lane7:F2:s4->s5,pp_message,forward,2,-1,4,7,71,87,4,5,-1,p2p,4712346,4712346,0,,,2262909872,2267622218,rank71:F2,0
55,rank87:F2,compute,forward,2,87,5,7,87,87,5,5,2,warmup,349729022,0,0,1.7854777470920714e+18,1.7854777474418004e+18,2267622218,2617351240,lane7:F2:s4->s5,147442973
55,lane7:F3:s3->s4,pp_message,forward,3,-1,3,7,55,71,3,4,-1,p2p,4712346,4712346,0,,,2282781925,2287494271,rank55:F3,0
55,rank71:F3,compute,forward,3,71,4,7,71,71,4,4,3,warmup,313455068,0,0,1.7854777471143286e+18,1.7854777474277837e+18,2287494271,2600949339,lane7:F3:s3->s4,24584399
55,lane7:F1:s6->s7,pp_message,forward,1,-1,6,7,103,119,6,7,-1,p2p,4712346,4712346,0,,,2443744307,2448456653,rank103:F1,0
55,lane7:F0:s7->s8,pp_message,forward,0,-1,7,7,119,135,7,8,-1,p2p,4712346,4712346,0,,,2444351035,2449063381,rank119:F0,0
55,rank119:F1,compute,forward,1,119,7,7,119,119,7,7,1,warmup,311706151,0,0,1.7854777472696259e+18,1.785477747581332e+18,2449063381,2760769532,lane7:F0:s7->s8,4712346
55,rank135:F0,compute,forward,0,135,8,7,135,135,8,8,0,warmup,313301114,0,0,1.7854777472639025e+18,1.7854777475772037e+18,2449063381,2762364495,lane7:F0:s7->s8,2449063381
55,lane7:F3:s4->s5,pp_message,forward,3,-1,4,7,71,87,4,5,-1,p2p,4712346,4712346,0,,,2600949339,2605661685,rank71:F3,0
55,lane7:F2:s5->s6,pp_message,forward,2,-1,5,7,87,103,5,6,-1,p2p,4712346,4712346,0,,,2617351240,2622063586,rank87:F2,0
55,rank103:F2,compute,forward,2,103,6,7,103,103,6,6,2,warmup,316134275,0,0,1.785477747447021e+18,1.7854777477631552e+18,2622063586,2938197861,lane7:F2:s5->s6,178319279
55,rank87:F3,compute,forward,3,87,5,7,87,87,5,5,3,warmup,312221104,0,0,1.7854777474521692e+18,1.7854777477643901e+18,2622063586,2934284690,lane7:F2:s5->s6,4712346
55,lane7:F1:s7->s8,pp_message,forward,1,-1,7,7,119,135,7,8,-1,p2p,4712346,4712346,0,,,2760769532,2765481878,rank119:F1,0
55,lane7:F0:s8->s9,pp_message,forward,0,-1,8,7,135,151,8,9,-1,p2p,4712346,4712346,0,,,2762364495,2767076841,rank135:F0,0
55,rank135:F1,compute,forward,1,135,8,7,135,135,8,8,1,warmup,311154532,0,0,1.7854777475875302e+18,1.7854777478986847e+18,2767076841,3078231373,lane7:F0:s8->s9,4712346
55,rank151:F0,compute,forward,0,151,9,7,151,151,9,9,0,warmup,320723670,0,0,1.785477747582656e+18,1.7854777479033797e+18,2767076841,3087800511,lane7:F0:s8->s9,2767076841
55,lane7:F3:s5->s6,pp_message,forward,3,-1,5,7,87,103,5,6,-1,p2p,4712346,4712346,0,,,2934284690,2938997036,rank87:F3,0
55,lane7:F2:s6->s7,pp_message,forward,2,-1,6,7,103,119,6,7,-1,p2p,4712346,4712346,0,,,2938197861,2942910207,rank103:F2,0
55,rank103:F3,compute,forward,3,103,6,7,103,103,6,6,3,warmup,314767649,0,0,1.7854777477741007e+18,1.7854777480888684e+18,2942910207,3257677856,lane7:F2:s6->s7,4712346
55,rank119:F2,compute,forward,2,119,7,7,119,119,7,7,2,warmup,310472579,0,0,1.78547774776845e+18,1.7854777480789228e+18,2942910207,3253382786,lane7:F2:s6->s7,182140675
55,lane7:F1:s8->s9,pp_message,forward,1,-1,8,7,135,151,8,9,-1,p2p,4712346,4712346,0,,,3078231373,3082943719,rank135:F1,0
55,lane7:F0:s9->s10,pp_message,forward,0,-1,9,7,151,167,9,10,-1,p2p,4712346,4712346,0,,,3087800511,3092512857,rank151:F0,0
55,rank151:F1,compute,forward,1,151,9,7,151,151,9,9,1,warmup,318265636,0,0,1.7854777479136812e+18,1.7854777482319468e+18,3092512857,3410778493,lane7:F0:s9->s10,4712346
55,rank167:F0,compute,forward,0,167,10,7,167,167,10,10,0,warmup,320491061,0,0,1.7854777479088328e+18,1.7854777482293238e+18,3092512857,3413003918,lane7:F0:s9->s10,3092512857
55,lane7:F2:s7->s8,pp_message,forward,2,-1,7,7,119,135,7,8,-1,p2p,4712346,4712346,0,,,3253382786,3258095132,rank119:F2,0
55,lane7:F3:s6->s7,pp_message,forward,3,-1,6,7,103,119,6,7,-1,p2p,4712346,4712346,0,,,3257677856,3262390202,rank103:F3,0
55,rank135:F2,compute,forward,2,135,8,7,135,135,8,8,2,warmup,311342832,0,0,1.785477748084073e+18,1.7854777483954156e+18,3258095132,3569437964,lane7:F2:s7->s8,179863759
55,rank119:F3,compute,forward,3,119,7,7,119,119,7,7,3,warmup,340504461,0,0,1.7854777480940334e+18,1.7854777484345377e+18,3262390202,3602894663,lane7:F3:s6->s7,9007416
55,lane7:F1:s9->s10,pp_message,forward,1,-1,9,7,151,167,9,10,-1,p2p,4712346,4712346,0,,,3410778493,3415490839,rank151:F1,0
55,lane7:F0:s10->s11,pp_message,forward,0,-1,10,7,167,183,10,11,-1,p2p,4712346,4712346,0,,,3413003918,3417716264,rank167:F0,0
55,rank167:F1,compute,forward,1,167,10,7,167,167,10,10,1,warmup,324904442,0,0,1.7854777482393892e+18,1.7854777485642936e+18,3417716264,3742620706,lane7:F0:s10->s11,4712346
55,rank183:F0,compute,forward,0,183,11,7,183,183,11,11,0,warmup,311543675,0,0,1.785477748234996e+18,1.7854777485465398e+18,3417716264,3729259939,lane7:F0:s10->s11,3417716264
55,lane7:F2:s8->s9,pp_message,forward,2,-1,8,7,135,151,8,9,-1,p2p,4712346,4712346,0,,,3569437964,3574150310,rank135:F2,0
55,rank151:F2,compute,forward,2,151,9,7,151,151,9,9,2,warmup,318257217,0,0,1.785477748400535e+18,1.7854777487187922e+18,3574150310,3892407527,lane7:F2:s8->s9,163371817
55,lane7:F3:s7->s8,pp_message,forward,3,-1,7,7,119,135,7,8,-1,p2p,4712346,4712346,0,,,3602894663,3607607009,rank119:F3,0
55,rank135:F3,compute,forward,3,135,8,7,135,135,8,8,3,warmup,311019277,0,0,1.785477748439676e+18,1.7854777487506954e+18,3607607009,3918626286,lane7:F3:s7->s8,38169045
55,lane7:F0:s11->s12,pp_message,forward,0,-1,11,7,183,199,11,12,-1,p2p,4712346,4712346,0,,,3729259939,3733972285,rank183:F0,0
55,rank199:F0,compute,forward,0,199,12,7,199,199,12,12,0,warmup,312803328,0,0,1.7854777485522245e+18,1.7854777488650278e+18,3733972285,4046775613,lane7:F0:s11->s12,3733972285
55,lane7:F1:s10->s11,pp_message,forward,1,-1,10,7,167,183,10,11,-1,p2p,4712346,4712346,0,,,3742620706,3747333052,rank167:F1,0
55,rank183:F1,compute,forward,1,183,11,7,183,183,11,11,1,warmup,316079702,0,0,1.785477748569447e+18,1.7854777488855268e+18,3747333052,4063412754,lane7:F1:s10->s11,18073113
55,lane7:F2:s9->s10,pp_message,forward,2,-1,9,7,151,167,9,10,-1,p2p,4712346,4712346,0,,,3892407527,3897119873,rank151:F2,0
55,rank167:F2,compute,forward,2,167,10,7,167,167,10,10,2,warmup,333842741,0,0,1.7854777487240763e+18,1.785477749057919e+18,3897119873,4230962614,lane7:F2:s9->s10,154499167
55,lane7:F3:s8->s9,pp_message,forward,3,-1,8,7,135,151,8,9,-1,p2p,4712346,4712346,0,,,3918626286,3923338632,rank135:F3,0
55,rank151:F3,compute,forward,3,151,9,7,151,151,9,9,3,warmup,318794996,0,0,1.7854777487558817e+18,1.7854777490746767e+18,3923338632,4242133628,lane7:F3:s8->s9,30931105
55,lane7:F0:s12->s13,pp_message,forward,0,-1,12,7,199,215,12,13,-1,p2p,4712346,4712346,0,,,4046775613,4051487959,rank199:F0,0
55,rank215:F0,compute,forward,0,215,13,7,215,215,13,13,0,warmup,314999352,0,0,1.7854777488712125e+18,1.7854777491862118e+18,4051487959,4366487311,lane7:F0:s12->s13,4051487959
55,lane7:F1:s11->s12,pp_message,forward,1,-1,11,7,183,199,11,12,-1,p2p,4712346,4712346,0,,,4063412754,4068125100,rank183:F1,0
55,rank199:F1,compute,forward,1,199,12,7,199,199,12,12,1,warmup,307334813,0,0,1.7854777488908124e+18,1.7854777491981473e+18,4068125100,4375459913,lane7:F1:s11->s12,21349487
55,lane7:F2:s10->s11,pp_message,forward,2,-1,10,7,167,183,10,11,-1,p2p,4712346,4712346,0,,,4230962614,4235674960,rank167:F2,0
55,rank183:F2,compute,forward,2,183,11,7,183,183,11,11,2,warmup,309159719,0,0,1.7854777490631117e+18,1.7854777493722714e+18,4235674960,4544834679,lane7:F2:s10->s11,172262206
55,lane7:F3:s9->s10,pp_message,forward,3,-1,9,7,151,167,9,10,-1,p2p,4712346,4712346,0,,,4242133628,4246845974,rank151:F3,0
55,rank167:F3,compute,forward,3,167,10,7,167,167,10,10,3,warmup,310788903,0,0,1.78547774907973e+18,1.7854777493905188e+18,4246845974,4557634877,lane7:F3:s9->s10,15883360
55,lane7:F0:s13->s14,pp_message,forward,0,-1,13,7,215,231,13,14,-1,p2p,4712346,4712346,0,,,4366487311,4371199657,rank215:F0,0
55,rank231:F0,compute,forward,0,231,14,7,231,231,14,14,0,warmup,316125820,0,0,1.785477749192219e+18,1.7854777495083446e+18,4371199657,4687325477,lane7:F0:s13->s14,4371199657
55,lane7:F1:s12->s13,pp_message,forward,1,-1,12,7,199,215,12,13,-1,p2p,4712346,4712346,0,,,4375459913,4380172259,rank199:F1,0
55,rank215:F1,compute,forward,1,215,13,7,215,215,13,13,1,warmup,309042824,0,0,1.7854777492037988e+18,1.7854777495128415e+18,4380172259,4689215083,lane7:F1:s12->s13,13684948
55,lane7:F2:s11->s12,pp_message,forward,2,-1,11,7,183,199,11,12,-1,p2p,4712346,4712346,0,,,4544834679,4549547025,rank183:F2,0
55,rank199:F2,compute,forward,2,199,12,7,199,199,12,12,2,warmup,312500895,0,0,1.7854777493775488e+18,1.7854777496900495e+18,4549547025,4862047920,lane7:F2:s11->s12,174087112
55,lane7:F3:s10->s11,pp_message,forward,3,-1,10,7,167,183,10,11,-1,p2p,4712346,4712346,0,,,4557634877,4562347223,rank167:F3,0
55,rank183:F3,compute,forward,3,183,11,7,183,183,11,11,3,warmup,306773759,0,0,1.7854777493958303e+18,1.785477749702604e+18,4562347223,4869120982,lane7:F3:s10->s11,17512544
55,lane7:F0:s14->s15,pp_message,forward,0,-1,14,7,231,247,14,15,-1,p2p,4712346,4712346,0,,,4687325477,4692037823,rank231:F0,0
55,lane7:F1:s13->s14,pp_message,forward,1,-1,13,7,215,231,13,14,-1,p2p,4712346,4712346,0,,,4689215083,4693927429,rank215:F1,0
55,rank247:F0,compute,forward,0,247,15,7,247,247,15,15,0,steady,193961722,0,0,1.7854777495149458e+18,1.7854777497089075e+18,4692037823,4885999545,lane7:F0:s14->s15,4692037823
55,rank231:F1,compute,forward,1,231,14,7,231,231,14,14,1,steady,309122022,0,0,1.7854777495185864e+18,1.7854777498277084e+18,4693927429,5003049451,lane7:F1:s13->s14,6601952
55,lane7:F2:s12->s13,pp_message,forward,2,-1,12,7,199,215,12,13,-1,p2p,4712346,4712346,0,,,4862047920,4866760266,rank199:F2,0
55,rank215:F2,compute,forward,2,215,13,7,215,215,13,13,2,steady,310721288,0,0,1.7854777496957527e+18,1.785477750006474e+18,4866760266,5177481554,lane7:F2:s12->s13,177545183
55,lane7:F3:s11->s12,pp_message,forward,3,-1,11,7,183,199,11,12,-1,p2p,4712346,4712346,0,,,4869120982,4873833328,rank183:F3,0
55,rank199:F3,compute,forward,3,199,12,7,199,199,12,12,3,steady,308291435,0,0,1.7854777497079642e+18,1.7854777500162557e+18,4873833328,5182124763,lane7:F3:s11->s12,11785408
55,rank247:B0,compute,backward,0,247,15,7,247,247,15,15,1,steady,366787251,0,0,1.78547774970907e+18,1.7854777500758572e+18,4885999545,5252786796,rank247:F0,0
55,lane7:F1:s14->s15,pp_message,forward,1,-1,14,7,231,247,14,15,-1,p2p,4712346,4712346,0,,,5003049451,5007761797,rank231:F1,0
55,lane7:F2:s13->s14,pp_message,forward,2,-1,13,7,215,231,13,14,-1,p2p,4712346,4712346,0,,,5177481554,5182193900,rank215:F2,0
55,lane7:F3:s12->s13,pp_message,forward,3,-1,12,7,199,215,12,13,-1,p2p,4712346,4712346,0,,,5182124763,5186837109,rank199:F3,0
55,lane7:B0:s15->s14,pp_message,backward,0,-1,15,7,247,231,15,14,-1,p2p,4712346,4712346,0,,,5252786796,5257499142,rank247:B0,0
55,rank231:B0,compute,backward,0,231,14,7,231,231,14,14,2,steady,707536164,0,0,1.785477750176788e+18,1.785477750884324e+18,5257499142,5965035306,lane7:B0:s15->s14,254449691
55,rank247:F1,compute,forward,1,247,15,7,247,247,15,15,2,steady,192171790,0,0,1.7854777501766556e+18,1.7854777503688274e+18,5257499142,5449670932,lane7:B0:s15->s14,4712346
55,rank247:B1,compute,backward,1,247,15,7,247,247,15,15,3,steady,366106202,0,0,1.7854777503690168e+18,1.785477750735123e+18,5449670932,5815777134,rank247:F1,0
55,lane7:B1:s15->s14,pp_message,backward,1,-1,15,7,247,231,15,14,-1,p2p,4712346,4712346,0,,,5815777134,5820489480,rank247:B1,0
55,lane7:B0:s14->s13,pp_message,backward,0,-1,14,7,231,215,14,13,-1,p2p,4712346,4712346,0,,,5965035306,5969747652,rank231:B0,0
55,rank215:B0,compute,backward,0,215,13,7,215,215,13,13,3,steady,687865613,0,0,1.7854777509840154e+18,1.785477751671881e+18,5969747652,6657613265,lane7:B0:s14->s13,792266098
55,rank231:F2,compute,forward,2,231,14,7,231,231,14,14,3,steady,309284914,0,0,1.7854777509838495e+18,1.7854777512931343e+18,5969747652,6279032566,lane7:B0:s14->s13,4712346
55,lane7:F2:s14->s15,pp_message,forward,2,-1,14,7,231,247,14,15,-1,p2p,4712346,4712346,0,,,6279032566,6283744912,rank231:F2,0
55,rank231:B1,compute,backward,1,231,14,7,231,231,14,14,4,steady,678171581,0,0,1.7854777512991803e+18,1.785477751977352e+18,6283744912,6961916493,lane7:F2:s14->s15,4712346
55,rank247:F2,compute,forward,2,247,15,7,247,247,15,15,4,steady,189255806,0,0,1.7854777512992433e+18,1.7854777514884992e+18,6283744912,6473000718,lane7:F2:s14->s15,467967778
55,rank247:B2,compute,backward,2,247,15,7,247,247,15,15,5,steady,366065592,0,0,1.7854777514886828e+18,1.7854777518547484e+18,6473000718,6839066310,rank247:F2,0
55,lane7:B0:s13->s12,pp_message,backward,0,-1,13,7,215,199,13,12,-1,p2p,4712346,4712346,0,,,6657613265,6662325611,rank215:B0,0
55,rank199:B0,compute,backward,0,199,12,7,199,199,12,12,4,steady,680867544,0,0,1.7854777517716854e+18,1.785477752452553e+18,6662325611,7343193155,lane7:B0:s13->s12,1480200848
55,rank215:F3,compute,forward,3,215,13,7,215,215,13,13,4,steady,312833658,0,0,1.785477751771512e+18,1.7854777520843459e+18,6662325611,6975159269,lane7:B0:s13->s12,4712346
55,lane7:B2:s15->s14,pp_message,backward,2,-1,15,7,247,231,15,14,-1,p2p,4712346,4712346,0,,,6839066310,6843778656,rank247:B2,0
55,lane7:B1:s14->s13,pp_message,backward,1,-1,14,7,231,215,14,13,-1,p2p,4712346,4712346,0,,,6961916493,6966628839,rank231:B1,0
55,lane7:F3:s13->s14,pp_message,forward,3,-1,13,7,215,231,13,14,-1,p2p,4712346,4712346,0,,,6975159269,6979871615,rank215:F3,0
55,rank215:B1,compute,backward,1,215,13,7,215,215,13,13,5,steady,685301517,0,0,1.7854777520902932e+18,1.7854777527755948e+18,6979871615,7665173132,lane7:F3:s13->s14,4712346
55,rank231:F3,compute,forward,3,231,14,7,231,231,14,14,5,steady,308795138,0,0,1.7854777520902912e+18,1.7854777523990863e+18,6979871615,7288666753,lane7:F3:s13->s14,17955122
55,lane7:F3:s14->s15,pp_message,forward,3,-1,14,7,231,247,14,15,-1,p2p,4712346,4712346,0,,,7288666753,7293379099,rank231:F3,0
55,rank231:B2,compute,backward,2,231,14,7,231,231,14,14,6,steady,686911234,0,0,1.785477752404872e+18,1.7854777530917832e+18,7293379099,7980290333,lane7:F3:s14->s15,4712346
55,rank247:F3,compute,forward,3,247,15,7,247,247,15,15,6,steady,189668407,0,0,1.785477752404937e+18,1.7854777525946053e+18,7293379099,7483047506,lane7:F3:s14->s15,454312789
55,lane7:B0:s12->s11,pp_message,backward,0,-1,12,7,199,183,12,11,-1,p2p,4712346,4712346,0,,,7343193155,7347905501,rank199:B0,0
55,rank183:B0,compute,backward,0,183,11,7,183,183,11,11,4,cooldown,676033580,0,0,1.785477752550027e+18,1.7854777532260605e+18,7347905501,8023939081,lane7:B0:s12->s11,2478784519
55,rank247:B3,compute,backward,3,247,15,7,247,247,15,15,7,steady,369007765,0,0,1.7854777525947914e+18,1.7854777529637993e+18,7483047506,7852055271,rank247:F3,0
55,lane7:B1:s13->s12,pp_message,backward,1,-1,13,7,215,199,13,12,-1,p2p,4712346,4712346,0,,,7665173132,7669885478,rank215:B1,0
55,rank199:B1,compute,backward,1,199,12,7,199,199,12,12,5,cooldown,679096065,0,0,1.785477752875423e+18,1.785477753554519e+18,7669885478,8348981543,lane7:B1:s13->s12,326692323
55,lane7:B3:s15->s14,pp_message,backward,3,-1,15,7,247,231,15,14,-1,p2p,4712346,4712346,0,,,7852055271,7856767617,rank247:B3,0
55,lane7:B2:s14->s13,pp_message,backward,2,-1,14,7,231,215,14,13,-1,p2p,4712346,4712346,0,,,7980290333,7985002679,rank231:B2,0
55,rank215:B2,compute,backward,2,215,13,7,215,215,13,13,6,cooldown,691172020,0,0,1.785477753190188e+18,1.7854777538813601e+18,7985002679,8676174699,lane7:B2:s14->s13,319829547
55,rank231:B3,compute,backward,3,231,14,7,231,231,14,14,7,cooldown,686332648,0,0,1.785477753195513e+18,1.7854777538818458e+18,7985002679,8671335327,lane7:B2:s14->s13,4712346
55,lane7:B0:s11->s10,pp_message,backward,0,-1,11,7,183,167,11,10,-1,p2p,4712346,4712346,0,,,8023939081,8028651427,rank183:B0,0
55,rank167:B0,compute,backward,0,167,10,7,167,167,10,10,4,cooldown,683990002,0,0,1.785477753325826e+18,1.785477754009816e+18,8028651427,8712641429,lane7:B0:s11->s10,3471016550
55,lane7:B1:s12->s11,pp_message,backward,1,-1,12,7,199,183,12,11,-1,p2p,4712346,4712346,0,,,8348981543,8353693889,rank199:B1,0
55,rank183:B1,compute,backward,1,183,11,7,183,183,11,11,5,cooldown,684429403,0,0,1.7854777536523581e+18,1.7854777543367875e+18,8353693889,9038123292,lane7:B1:s12->s11,329754808
55,lane7:B3:s14->s13,pp_message,backward,3,-1,14,7,231,215,14,13,-1,p2p,4712346,4712346,0,,,8671335327,8676047673,rank231:B3,0
55,lane7:B2:s13->s12,pp_message,backward,2,-1,13,7,215,199,13,12,-1,p2p,4712346,4712346,0,,,8676174699,8680887045,rank215:B2,0
55,rank199:B2,compute,backward,2,199,12,7,199,199,12,12,6,cooldown,681815288,0,0,1.78547775398062e+18,1.7854777546624353e+18,8680887045,9362702333,lane7:B2:s13->s12,331905502
55,rank215:B3,compute,backward,3,215,13,7,215,215,13,13,7,cooldown,679959927,0,0,1.7854777539858327e+18,1.7854777546657925e+18,8680887045,9360846972,lane7:B2:s13->s12,4712346
55,lane7:B0:s10->s9,pp_message,backward,0,-1,10,7,167,151,10,9,-1,p2p,4712346,4712346,0,,,8712641429,8717353775,rank167:B0,0
55,rank151:B0,compute,backward,0,151,9,7,151,151,9,9,4,cooldown,702308593,0,0,1.785477754109331e+18,1.7854777548116396e+18,8717353775,9419662368,lane7:B0:s10->s9,4475220147
55,lane7:B1:s11->s10,pp_message,backward,1,-1,11,7,183,167,11,10,-1,p2p,4712346,4712346,0,,,9038123292,9042835638,rank183:B1,0
55,rank167:B1,compute,backward,1,167,10,7,167,167,10,10,5,cooldown,677762147,0,0,1.7854777544353398e+18,1.7854777551131018e+18,9042835638,9720597785,lane7:B1:s11->s10,330194209
55,lane7:B3:s13->s12,pp_message,backward,3,-1,13,7,215,199,13,12,-1,p2p,4712346,4712346,0,,,9360846972,9365559318,rank215:B3,0
55,lane7:B2:s12->s11,pp_message,backward,2,-1,12,7,199,183,12,11,-1,p2p,4712346,4712346,0,,,9362702333,9367414679,rank199:B2,0
55,rank183:B2,compute,backward,2,183,11,7,183,183,11,11,6,cooldown,682483905,0,0,1.7854777547596682e+18,1.7854777554421522e+18,9367414679,10049898584,lane7:B2:s12->s11,329291387
55,rank199:B3,compute,backward,3,199,12,7,199,199,12,12,7,cooldown,679708072,0,0,1.7854777547651223e+18,1.7854777554448305e+18,9367414679,10047122751,lane7:B2:s12->s11,4712346
55,lane7:B0:s9->s8,pp_message,backward,0,-1,9,7,151,135,9,8,-1,p2p,4712346,4712346,0,,,9419662368,9424374714,rank151:B0,0
55,rank135:B0,compute,backward,0,135,8,7,135,135,8,8,4,cooldown,688298605,0,0,1.7854777549108938e+18,1.7854777555991923e+18,9424374714,10112673319,lane7:B0:s9->s8,5505748428
55,lane7:B1:s10->s9,pp_message,backward,1,-1,10,7,167,151,10,9,-1,p2p,4712346,4712346,0,,,9720597785,9725310131,rank167:B1,0
55,rank151:B1,compute,backward,1,151,9,7,151,151,9,9,5,cooldown,698485789,0,0,1.785477755211867e+18,1.7854777559103526e+18,9725310131,10423795920,lane7:B1:s10->s9,305647763
55,lane7:B3:s12->s11,pp_message,backward,3,-1,12,7,199,183,12,11,-1,p2p,4712346,4712346,0,,,10047122751,10051835097,rank199:B3,0
55,lane7:B2:s11->s10,pp_message,backward,2,-1,11,7,183,167,11,10,-1,p2p,4712346,4712346,0,,,10049898584,10054610930,rank183:B2,0
55,rank167:B2,compute,backward,2,167,10,7,167,167,10,10,6,cooldown,679424495,0,0,1.7854777555401787e+18,1.7854777562196032e+18,10054610930,10734035425,lane7:B2:s11->s10,334013145
55,rank183:B3,compute,backward,3,183,11,7,183,183,11,11,7,cooldown,676206649,0,0,1.785477755545932e+18,1.7854777562221386e+18,10054610930,10730817579,lane7:B2:s11->s10,4712346
55,lane7:B0:s8->s7,pp_message,backward,0,-1,8,7,135,119,8,7,-1,p2p,4712346,4712346,0,,,10112673319,10117385665,rank135:B0,0
55,rank119:B0,compute,backward,0,119,7,7,119,119,7,7,4,cooldown,680467752,0,0,1.7854777556983035e+18,1.7854777563787712e+18,10117385665,10797853417,lane7:B0:s8->s7,6514491002
55,lane7:B1:s9->s8,pp_message,backward,1,-1,9,7,151,135,9,8,-1,p2p,4712346,4712346,0,,,10423795920,10428508266,rank151:B1,0
55,rank135:B1,compute,backward,1,135,8,7,135,135,8,8,5,cooldown,693524699,0,0,1.7854777560085315e+18,1.785477756702056e+18,10428508266,11122032965,lane7:B1:s9->s8,315834947
55,lane7:B3:s11->s10,pp_message,backward,3,-1,11,7,183,167,11,10,-1,p2p,4712346,4712346,0,,,10730817579,10735529925,rank183:B3,0
55,lane7:B2:s10->s9,pp_message,backward,2,-1,10,7,167,151,10,9,-1,p2p,4712346,4712346,0,,,10734035425,10738747771,rank167:B2,0
55,rank151:B2,compute,backward,2,151,9,7,151,151,9,9,6,cooldown,699864278,0,0,1.7854777563185723e+18,1.7854777570184366e+18,10738747771,11438612049,lane7:B2:s10->s9,314951851
55,rank167:B3,compute,backward,3,167,10,7,167,167,10,10,7,cooldown,678490043,0,0,1.78547775632367e+18,1.78547775700216e+18,10738747771,11417237814,lane7:B2:s10->s9,4712346
55,lane7:B0:s7->s6,pp_message,backward,0,-1,7,7,119,103,7,6,-1,p2p,4712346,4712346,0,,,10797853417,10802565763,rank119:B0,0
55,rank103:B0,compute,backward,0,103,6,7,103,103,6,6,4,cooldown,701863548,0,0,1.7854777564786304e+18,1.785477757180494e+18,10802565763,11504429311,lane7:B0:s7->s6,7544887907
55,lane7:B1:s8->s7,pp_message,backward,1,-1,8,7,135,119,8,7,-1,p2p,4712346,4712346,0,,,11122032965,11126745311,rank135:B1,0
55,rank119:B1,compute,backward,1,119,7,7,119,119,7,7,5,cooldown,685340289,0,0,1.7854777567996378e+18,1.785477757484978e+18,11126745311,11812085600,lane7:B1:s8->s7,328891894
55,lane7:B3:s10->s9,pp_message,backward,3,-1,10,7,167,151,10,9,-1,p2p,4712346,4712346,0,,,11417237814,11421950160,rank167:B3,0
55,lane7:B2:s9->s8,pp_message,backward,2,-1,9,7,151,135,9,8,-1,p2p,4712346,4712346,0,,,11438612049,11443324395,rank151:B2,0
