iteration,node_id,kind,phase,microbatch,rank,pp_stage,pp_lane,src_rank,dst_rank,src_stage,dst_stage,sequence,region,duration_ns,network_service_ns,software_completion_ns,observed_start_ns,observed_end_ns,predicted_relative_start_ns,predicted_relative_end_ns,critical_predecessor,local_wait_ns,predicted_lane_origin_ns,predicted_start_ns,predicted_end_ns
55,rank33:F0,compute,forward,0,33,2,1,33,33,2,2,0,warmup,321293857,0,0,1.7854777453070461e+18,1.7854777456283402e+18,497293760,818587617,lane1:F0:s1->s2,497293760,1785477744808791856,1785477745306085616,1785477745627379473
55,lane1:F3:s0->s1,pp_message,forward,3,-1,0,1,1,17,0,1,-1,p2p,4712346,4712346,0,,,651780638,656492984,rank1:F3,0,1785477744808791856,1785477745460572494,1785477745465284840
55,lane1:F0:s2->s3,pp_message,forward,0,-1,2,1,33,49,2,3,-1,p2p,4712346,4712346,0,,,818587617,823299963,rank33:F0,0,1785477744808791856,1785477745627379473,1785477745632091819
55,rank49:F0,compute,forward,0,49,3,1,49,49,3,3,0,warmup,317401591,0,0,1.7854777456336026e+18,1.7854777459510042e+18,823299963,1140701554,lane1:F0:s2->s3,823299963,1785477744808791856,1785477745632091819,1785477745949493410
55,lane1:F1:s1->s2,pp_message,forward,1,-1,1,1,17,33,1,2,-1,p2p,4712346,4712346,0,,,824422327,829134673,rank17:F1,0,1785477744808791856,1785477745633214183,1785477745637926529
55,rank17:F2,compute,forward,2,17,1,1,17,17,1,1,2,warmup,324740499,0,0,1.7854777456491436e+18,1.785477745973884e+18,829134673,1153875172,lane1:F1:s1->s2,4712346,1785477744808791856,1785477745637926529,1785477745962667028
55,rank33:F1,compute,forward,1,33,2,1,33,33,2,2,1,warmup,322714683,0,0,1.7854777456441684e+18,1.7854777459668833e+18,829134673,1151849356,lane1:F1:s1->s2,10547056,1785477744808791856,1785477745637926529,1785477745960641212
55,lane1:F0:s3->s4,pp_message,forward,0,-1,3,1,49,65,3,4,-1,p2p,4712346,4712346,0,,,1140701554,1145413900,rank49:F0,0,1785477744808791856,1785477745949493410,1785477745954205756
55,rank65:F0,compute,forward,0,65,4,1,65,65,4,4,0,warmup,335354105,0,0,1.7854777459564296e+18,1.7854777462917837e+18,1145413900,1480768005,lane1:F0:s3->s4,1145413900,1785477744808791856,1785477745954205756,1785477746289559861
55,lane1:F1:s2->s3,pp_message,forward,1,-1,2,1,33,49,2,3,-1,p2p,4712346,4712346,0,,,1151849356,1156561702,rank33:F1,0,1785477744808791856,1785477745960641212,1785477745965353558
55,lane1:F2:s1->s2,pp_message,forward,2,-1,1,1,17,33,1,2,-1,p2p,4712346,4712346,0,,,1153875172,1158587518,rank17:F2,0,1785477744808791856,1785477745962667028,1785477745967379374
55,rank49:F1,compute,forward,1,49,3,1,49,49,3,3,1,warmup,314177267,0,0,1.7854777459720136e+18,1.7854777462861908e+18,1156561702,1470738969,lane1:F1:s2->s3,15860148,1785477744808791856,1785477745965353558,1785477746279530825
55,rank17:F3,compute,forward,3,17,1,1,17,17,1,1,3,warmup,322557422,0,0,1.785477745984088e+18,1.7854777463066455e+18,1158587518,1481144940,lane1:F2:s1->s2,4712346,1785477744808791856,1785477745967379374,1785477746289936796
55,rank33:F2,compute,forward,2,33,2,1,33,33,2,2,2,warmup,463329480,0,0,1.7854777459789727e+18,1.7854777464423022e+18,1158587518,1621916998,lane1:F2:s1->s2,6738162,1785477744808791856,1785477745967379374,1785477746430708854
55,lane1:F1:s3->s4,pp_message,forward,1,-1,3,1,49,65,3,4,-1,p2p,4712346,4712346,0,,,1470738969,1475451315,rank49:F1,0,1785477744808791856,1785477746279530825,1785477746284243171
55,lane1:F0:s4->s5,pp_message,forward,0,-1,4,1,65,81,4,5,-1,p2p,4712346,4712346,0,,,1480768005,1485480351,rank65:F0,0,1785477744808791856,1785477746289559861,1785477746294272207
55,lane1:F3:s1->s2,pp_message,forward,3,-1,1,1,17,33,1,2,-1,p2p,4712346,4712346,0,,,1481144940,1485857286,rank17:F3,0,1785477744808791856,1785477746289936796,1785477746294649142
55,rank65:F1,compute,forward,1,65,4,1,65,65,4,4,1,warmup,317322447,0,0,1.785477746302129e+18,1.7854777466194514e+18,1485480351,1802802798,lane1:F0:s4->s5,4712346,1785477744808791856,1785477746294272207,1785477746611594654
55,rank81:F0,compute,forward,0,81,5,1,81,81,5,5,0,warmup,315103602,0,0,1.7854777462973494e+18,1.7854777466124529e+18,1485480351,1800583953,lane1:F0:s4->s5,1485480351,1785477744808791856,1785477746294272207,1785477746609375809
55,lane1:F2:s2->s3,pp_message,forward,2,-1,2,1,33,49,2,3,-1,p2p,4712346,4712346,0,,,1621916998,1626629344,rank33:F2,0,1785477744808791856,1785477746430708854,1785477746435421200
55,rank33:F3,compute,forward,3,33,2,1,33,33,2,2,3,warmup,317554962,0,0,1.785477746452479e+18,1.785477746770034e+18,1626629344,1944184306,lane1:F2:s2->s3,4712346,1785477744808791856,1785477746435421200,1785477746752976162
55,rank49:F2,compute,forward,2,49,3,1,49,49,3,3,2,warmup,315252328,0,0,1.785477746447466e+18,1.7854777467627182e+18,1626629344,1941881672,lane1:F2:s2->s3,155890375,1785477744808791856,1785477746435421200,1785477746750673528
55,lane1:F0:s5->s6,pp_message,forward,0,-1,5,1,81,97,5,6,-1,p2p,4712346,4712346,0,,,1800583953,1805296299,rank81:F0,0,1785477744808791856,1785477746609375809,1785477746614088155
55,lane1:F1:s4->s5,pp_message,forward,1,-1,4,1,65,81,4,5,-1,p2p,4712346,4712346,0,,,1802802798,1807515144,rank65:F1,0,1785477744808791856,1785477746611594654,1785477746616307000
55,rank97:F0,compute,forward,0,97,6,1,97,97,6,6,0,warmup,317619327,0,0,1.7854777466185477e+18,1.7854777469361672e+18,1805296299,2122915626,lane1:F0:s5->s6,1805296299,1785477744808791856,1785477746614088155,1785477746931707482
55,rank81:F1,compute,forward,1,81,5,1,81,81,5,5,1,warmup,313083582,0,0,1.7854777466245865e+18,1.7854777469376701e+18,1807515144,2120598726,lane1:F1:s4->s5,6931191,1785477744808791856,1785477746616307000,1785477746929390582
55,lane1:F2:s3->s4,pp_message,forward,2,-1,3,1,49,65,3,4,-1,p2p,4712346,4712346,0,,,1941881672,1946594018,rank49:F2,0,1785477744808791856,1785477746750673528,1785477746755385874
55,lane1:F3:s2->s3,pp_message,forward,3,-1,2,1,33,49,2,3,-1,p2p,4712346,4712346,0,,,1944184306,1948896652,rank33:F3,0,1785477744808791856,1785477746752976162,1785477746757688508
55,rank65:F2,compute,forward,2,65,4,1,65,65,4,4,2,warmup,315647993,0,0,1.7854777467681303e+18,1.7854777470837783e+18,1946594018,2262242011,lane1:F2:s3->s4,143791220,1785477744808791856,1785477746755385874,1785477747071033867
55,rank49:F3,compute,forward,3,49,3,1,49,49,3,3,3,warmup,333880412,0,0,1.7854777467752205e+18,1.7854777471091008e+18,1948896652,2282777064,lane1:F3:s2->s3,7014980,1785477744808791856,1785477746757688508,1785477747091568920
55,lane1:F1:s5->s6,pp_message,forward,1,-1,5,1,81,97,5,6,-1,p2p,4712346,4712346,0,,,2120598726,2125311072,rank81:F1,0,1785477744808791856,1785477746929390582,1785477746934102928
55,lane1:F0:s6->s7,pp_message,forward,0,-1,6,1,97,113,6,7,-1,p2p,4712346,4712346,0,,,2122915626,2127627972,rank97:F0,0,1785477744808791856,1785477746931707482,1785477746936419828
55,rank113:F0,compute,forward,0,113,7,1,113,113,7,7,0,warmup,316711614,0,0,1.7854777469417126e+18,1.7854777472584243e+18,2127627972,2444339586,lane1:F0:s6->s7,2127627972,1785477744808791856,1785477746936419828,1785477747253131442
55,rank97:F1,compute,forward,1,97,6,1,97,97,6,6,1,warmup,316510030,0,0,1.7854777469466263e+18,1.7854777472631363e+18,2127627972,2444138002,lane1:F0:s6->s7,4712346,1785477744808791856,1785477746936419828,1785477747252929858
55,lane1:F2:s4->s5,pp_message,forward,2,-1,4,1,65,81,4,5,-1,p2p,4712346,4712346,0,,,2262242011,2266954357,rank65:F2,0,1785477744808791856,1785477747071033867,1785477747075746213
55,rank81:F2,compute,forward,2,81,5,1,81,81,5,5,2,warmup,352279645,0,0,1.7854777470892628e+18,1.7854777474415427e+18,2266954357,2619234002,lane1:F2:s4->s5,146355631,1785477744808791856,1785477747075746213,1785477747428025858
55,lane1:F3:s3->s4,pp_message,forward,3,-1,3,1,49,65,3,4,-1,p2p,4712346,4712346,0,,,2282777064,2287489410,rank49:F3,0,1785477744808791856,1785477747091568920,1785477747096281266
55,rank65:F3,compute,forward,3,65,4,1,65,65,4,4,3,warmup,313375452,0,0,1.7854777471143654e+18,1.7854777474277407e+18,2287489410,2600864862,lane1:F3:s3->s4,25247399,1785477744808791856,1785477747096281266,1785477747409656718
55,lane1:F1:s6->s7,pp_message,forward,1,-1,6,1,97,113,6,7,-1,p2p,4712346,4712346,0,,,2444138002,2448850348,rank97:F1,0,1785477744808791856,1785477747252929858,1785477747257642204
55,lane1:F0:s7->s8,pp_message,forward,0,-1,7,1,113,129,7,8,-1,p2p,4712346,4712346,0,,,2444339586,2449051932,rank113:F0,0,1785477744808791856,1785477747253131442,1785477747257843788
55,rank113:F1,compute,forward,1,113,7,1,113,113,7,7,1,warmup,312461877,0,0,1.785477747268709e+18,1.785477747581171e+18,2449051932,2761513809,lane1:F0:s7->s8,4712346,1785477744808791856,1785477747257843788,1785477747570305665
55,rank129:F0,compute,forward,0,129,8,1,129,129,8,8,0,warmup,313143327,0,0,1.7854777472637975e+18,1.7854777475769408e+18,2449051932,2762195259,lane1:F0:s7->s8,2449051932,1785477744808791856,1785477747257843788,1785477747570987115
55,lane1:F3:s4->s5,pp_message,forward,3,-1,4,1,65,81,4,5,-1,p2p,4712346,4712346,0,,,2600864862,2605577208,rank65:F3,0,1785477744808791856,1785477747409656718,1785477747414369064
55,lane1:F2:s5->s6,pp_message,forward,2,-1,5,1,81,97,5,6,-1,p2p,4712346,4712346,0,,,2619234002,2623946348,rank81:F2,0,1785477744808791856,1785477747428025858,1785477747432738204
55,rank81:F3,compute,forward,3,81,5,1,81,81,5,5,3,warmup,312573892,0,0,1.7854777474517857e+18,1.7854777477643597e+18,2623946348,2936520240,lane1:F2:s5->s6,4712346,1785477744808791856,1785477747432738204,1785477747745312096
55,rank97:F2,compute,forward,2,97,6,1,97,97,6,6,2,warmup,316101402,0,0,1.7854777474468111e+18,1.7854777477629125e+18,2623946348,2940047750,lane1:F2:s5->s6,179808346,1785477744808791856,1785477747432738204,1785477747748839606
55,lane1:F1:s7->s8,pp_message,forward,1,-1,7,1,113,129,7,8,-1,p2p,4712346,4712346,0,,,2761513809,2766226155,rank113:F1,0,1785477744808791856,1785477747570305665,1785477747575018011
55,lane1:F0:s8->s9,pp_message,forward,0,-1,8,1,129,145,8,9,-1,p2p,4712346,4712346,0,,,2762195259,2766907605,rank129:F0,0,1785477744808791856,1785477747570987115,1785477747575699461
55,rank129:F1,compute,forward,1,129,8,1,129,129,8,8,1,warmup,311239013,0,0,1.7854777475871465e+18,1.7854777478983857e+18,2766907605,3078146618,lane1:F0:s8->s9,4712346,1785477744808791856,1785477747575699461,1785477747886938474
55,rank145:F0,compute,forward,0,145,9,1,145,145,9,9,0,warmup,320888337,0,0,1.7854777475821693e+18,1.7854777479030577e+18,2766907605,3087795942,lane1:F0:s8->s9,2766907605,1785477744808791856,1785477747575699461,1785477747896587798
55,lane1:F3:s5->s6,pp_message,forward,3,-1,5,1,81,97,5,6,-1,p2p,4712346,4712346,0,,,2936520240,2941232586,rank81:F3,0,1785477744808791856,1785477747745312096,1785477747750024442
55,lane1:F2:s6->s7,pp_message,forward,2,-1,6,1,97,113,6,7,-1,p2p,4712346,4712346,0,,,2940047750,2944760096,rank97:F2,0,1785477744808791856,1785477747748839606,1785477747753551952
55,rank113:F2,compute,forward,2,113,7,1,113,113,7,7,2,warmup,310651474,0,0,1.7854777477682002e+18,1.7854777480788516e+18,2944760096,3255411570,lane1:F2:s6->s7,183246287,1785477744808791856,1785477747753551952,1785477748064203426
55,rank97:F3,compute,forward,3,97,6,1,97,97,6,6,3,warmup,315456113,0,0,1.7854777477732178e+18,1.7854777480886738e+18,2944760096,3260216209,lane1:F2:s6->s7,4712346,1785477744808791856,1785477747753551952,1785477748069008065
55,lane1:F1:s8->s9,pp_message,forward,1,-1,8,1,129,145,8,9,-1,p2p,4712346,4712346,0,,,3078146618,3082858964,rank129:F1,0,1785477744808791856,1785477747886938474,1785477747891650820
55,lane1:F0:s9->s10,pp_message,forward,0,-1,9,1,145,161,9,10,-1,p2p,4712346,4712346,0,,,3087795942,3092508288,rank145:F0,0,1785477744808791856,1785477747896587798,1785477747901300144
55,rank145:F1,compute,forward,1,145,9,1,145,145,9,9,1,warmup,318738693,0,0,1.785477747913068e+18,1.7854777482318067e+18,3092508288,3411246981,lane1:F0:s9->s10,4712346,1785477744808791856,1785477747901300144,1785477748220038837
55,rank161:F0,compute,forward,0,161,10,1,161,161,10,10,0,warmup,320730265,0,0,1.7854777479087342e+18,1.7854777482294646e+18,3092508288,3413238553,lane1:F0:s9->s10,3092508288,1785477744808791856,1785477747901300144,1785477748222030409
55,lane1:F2:s7->s8,pp_message,forward,2,-1,7,1,113,129,7,8,-1,p2p,4712346,4712346,0,,,3255411570,3260123916,rank113:F2,0,1785477744808791856,1785477748064203426,1785477748068915772
55,rank129:F2,compute,forward,2,129,8,1,129,129,8,8,2,warmup,311022686,0,0,1.7854777480840146e+18,1.7854777483950372e+18,3260123916,3571146602,lane1:F2:s7->s8,181977298,1785477744808791856,1785477748068915772,1785477748379938458
55,lane1:F3:s6->s7,pp_message,forward,3,-1,6,1,97,113,6,7,-1,p2p,4712346,4712346,0,,,3260216209,3264928555,rank97:F3,0,1785477744808791856,1785477748069008065,1785477748073720411
55,rank113:F3,compute,forward,3,113,7,1,113,113,7,7,3,warmup,340644617,0,0,1.7854777480938135e+18,1.785477748434458e+18,3264928555,3605573172,lane1:F3:s6->s7,9516985,1785477744808791856,1785477748073720411,1785477748414365028
55,lane1:F1:s9->s10,pp_message,forward,1,-1,9,1,145,161,9,10,-1,p2p,4712346,4712346,0,,,3411246981,3415959327,rank145:F1,0,1785477744808791856,1785477748220038837,1785477748224751183
55,lane1:F0:s10->s11,pp_message,forward,0,-1,10,1,161,177,10,11,-1,p2p,4712346,4712346,0,,,3413238553,3417950899,rank161:F0,0,1785477744808791856,1785477748222030409,1785477748226742755
55,rank161:F1,compute,forward,1,161,10,1,161,161,10,10,1,warmup,324716237,0,0,1.7854777482396265e+18,1.7854777485643428e+18,3417950899,3742667136,lane1:F0:s10->s11,4712346,1785477744808791856,1785477748226742755,1785477748551458992
55,rank177:F0,compute,forward,0,177,11,1,177,177,11,11,0,warmup,311313070,0,0,1.785477748234935e+18,1.7854777485462482e+18,3417950899,3729263969,lane1:F0:s10->s11,3417950899,1785477744808791856,1785477748226742755,1785477748538055825
55,lane1:F2:s8->s9,pp_message,forward,2,-1,8,1,129,145,8,9,-1,p2p,4712346,4712346,0,,,3571146602,3575858948,rank129:F2,0,1785477744808791856,1785477748379938458,1785477748384650804
55,rank145:F2,compute,forward,2,145,9,1,145,145,9,9,2,warmup,318973529,0,0,1.7854777484001582e+18,1.785477748719132e+18,3575858948,3894832477,lane1:F2:s8->s9,164611967,1785477744808791856,1785477748384650804,1785477748703624333
55,lane1:F3:s7->s8,pp_message,forward,3,-1,7,1,113,129,7,8,-1,p2p,4712346,4712346,0,,,3605573172,3610285518,rank113:F3,0,1785477744808791856,1785477748414365028,1785477748419077374
55,rank129:F3,compute,forward,3,129,8,1,129,129,8,8,3,warmup,310924139,0,0,1.7854777484395822e+18,1.7854777487505062e+18,3610285518,3921209657,lane1:F3:s7->s8,39138916,1785477744808791856,1785477748419077374,1785477748730001513
55,lane1:F0:s11->s12,pp_message,forward,0,-1,11,1,177,193,11,12,-1,p2p,4712346,4712346,0,,,3729263969,3733976315,rank177:F0,0,1785477744808791856,1785477748538055825,1785477748542768171
55,rank193:F0,compute,forward,0,193,12,1,193,193,12,12,0,warmup,312963118,0,0,1.785477748552046e+18,1.7854777488650092e+18,3733976315,4046939433,lane1:F0:s11->s12,3733976315,1785477744808791856,1785477748542768171,1785477748855731289
55,lane1:F1:s10->s11,pp_message,forward,1,-1,10,1,161,177,10,11,-1,p2p,4712346,4712346,0,,,3742667136,3747379482,rank161:F1,0,1785477744808791856,1785477748551458992,1785477748556171338
55,rank177:F1,compute,forward,1,177,11,1,177,177,11,11,1,warmup,316079537,0,0,1.785477748569449e+18,1.7854777488855283e+18,3747379482,4063459019,lane1:F1:s10->s11,18115513,1785477744808791856,1785477748556171338,1785477748872250875
55,lane1:F2:s9->s10,pp_message,forward,2,-1,9,1,145,161,9,10,-1,p2p,4712346,4712346,0,,,3894832477,3899544823,rank145:F2,0,1785477744808791856,1785477748703624333,1785477748708336679
55,rank161:F2,compute,forward,2,161,10,1,161,161,10,10,2,warmup,333405416,0,0,1.785477748724535e+18,1.7854777490579402e+18,3899544823,4232950239,lane1:F2:s9->s10,156877687,1785477744808791856,1785477748708336679,1785477749041742095
55,lane1:F3:s8->s9,pp_message,forward,3,-1,8,1,129,145,8,9,-1,p2p,4712346,4712346,0,,,3921209657,3925922003,rank129:F3,0,1785477744808791856,1785477748730001513,1785477748734713859
55,rank145:F3,compute,forward,3,145,9,1,145,145,9,9,3,warmup,319092928,0,0,1.785477748755603e+18,1.785477749074696e+18,3925922003,4245014931,lane1:F3:s8->s9,31089526,1785477744808791856,1785477748734713859,1785477749053806787
55,lane1:F0:s12->s13,pp_message,forward,0,-1,12,1,193,209,12,13,-1,p2p,4712346,4712346,0,,,4046939433,4051651779,rank193:F0,0,1785477744808791856,1785477748855731289,1785477748860443635
55,rank209:F0,compute,forward,0,209,13,1,209,209,13,13,0,warmup,315536950,0,0,1.785477748870672e+18,1.785477749186209e+18,4051651779,4367188729,lane1:F0:s12->s13,4051651779,1785477744808791856,1785477748860443635,1785477749175980585
55,lane1:F1:s11->s12,pp_message,forward,1,-1,11,1,177,193,11,12,-1,p2p,4712346,4712346,0,,,4063459019,4068171365,rank177:F1,0,1785477744808791856,1785477748872250875,1785477748876963221
55,rank193:F1,compute,forward,1,193,12,1,193,193,12,12,1,warmup,307290836,0,0,1.785477748890864e+18,1.785477749198155e+18,4068171365,4375462201,lane1:F1:s11->s12,21231932,1785477744808791856,1785477748876963221,1785477749184254057
55,lane1:F2:s10->s11,pp_message,forward,2,-1,10,1,161,177,10,11,-1,p2p,4712346,4712346,0,,,4232950239,4237662585,rank161:F2,0,1785477744808791856,1785477749041742095,1785477749046454441
55,rank177:F2,compute,forward,2,177,11,1,177,177,11,11,2,warmup,309330131,0,0,1.7854777490630495e+18,1.7854777493723796e+18,4237662585,4546992716,lane1:F2:s10->s11,174203566,1785477744808791856,1785477749046454441,1785477749355784572
55,lane1:F3:s9->s10,pp_message,forward,3,-1,9,1,145,161,9,10,-1,p2p,4712346,4712346,0,,,4245014931,4249727277,rank145:F3,0,1785477744808791856,1785477749053806787,1785477749058519133
55,rank161:F3,compute,forward,3,161,10,1,161,161,10,10,3,warmup,310934629,0,0,1.785477749079611e+18,1.7854777493905454e+18,4249727277,4560661906,lane1:F3:s9->s10,16777038,1785477744808791856,1785477749058519133,1785477749369453762
55,lane1:F0:s13->s14,pp_message,forward,0,-1,13,1,209,225,13,14,-1,p2p,4712346,4712346,0,,,4367188729,4371901075,rank209:F0,0,1785477744808791856,1785477749175980585,1785477749180692931
55,rank225:F0,compute,forward,0,225,14,1,225,225,14,14,0,warmup,316272238,0,0,1.785477749191963e+18,1.785477749508235e+18,4371901075,4688173313,lane1:F0:s13->s14,4371901075,1785477744808791856,1785477749180692931,1785477749496965169
55,lane1:F1:s12->s13,pp_message,forward,1,-1,12,1,193,209,12,13,-1,p2p,4712346,4712346,0,,,4375462201,4380174547,rank193:F1,0,1785477744808791856,1785477749184254057,1785477749188966403
55,rank209:F1,compute,forward,1,209,13,1,209,209,13,13,1,warmup,309479588,0,0,1.785477749203278e+18,1.7854777495127578e+18,4380174547,4689654135,lane1:F1:s12->s13,12985818,1785477744808791856,1785477749188966403,1785477749498445991
55,lane1:F2:s11->s12,pp_message,forward,2,-1,11,1,177,193,11,12,-1,p2p,4712346,4712346,0,,,4546992716,4551705062,rank177:F2,0,1785477744808791856,1785477749355784572,1785477749360496918
55,rank193:F2,compute,forward,2,193,12,1,193,193,12,12,2,warmup,312383965,0,0,1.7854777493775892e+18,1.7854777496899732e+18,4551705062,4864089027,lane1:F2:s11->s12,176242861,1785477744808791856,1785477749360496918,1785477749672880883
55,lane1:F3:s10->s11,pp_message,forward,3,-1,10,1,161,177,10,11,-1,p2p,4712346,4712346,0,,,4560661906,4565374252,rank161:F3,0,1785477744808791856,1785477749369453762,1785477749374166108
55,rank177:F3,compute,forward,3,177,11,1,177,177,11,11,3,warmup,306941052,0,0,1.785477749395597e+18,1.7854777497025382e+18,4565374252,4872315304,lane1:F3:s10->s11,18381536,1785477744808791856,1785477749374166108,1785477749681107160
55,lane1:F0:s14->s15,pp_message,forward,0,-1,14,1,225,241,14,15,-1,p2p,4712346,4712346,0,,,4688173313,4692885659,rank225:F0,0,1785477744808791856,1785477749496965169,1785477749501677515
55,lane1:F1:s13->s14,pp_message,forward,1,-1,13,1,209,225,13,14,-1,p2p,4712346,4712346,0,,,4689654135,4694366481,rank209:F1,0,1785477744808791856,1785477749498445991,1785477749503158337
55,rank241:F0,compute,forward,0,241,15,1,241,241,15,15,0,steady,195186815,0,0,1.7854777495140073e+18,1.785477749709194e+18,4692885659,4888072474,lane1:F0:s14->s15,4692885659,1785477744808791856,1785477749501677515,1785477749696864330
55,rank225:F1,compute,forward,1,225,14,1,225,225,14,14,1,steady,309204182,0,0,1.7854777495185262e+18,1.7854777498277304e+18,4694366481,5003570663,lane1:F1:s13->s14,6193168,1785477744808791856,1785477749503158337,1785477749812362519
55,lane1:F2:s12->s13,pp_message,forward,2,-1,12,1,193,209,12,13,-1,p2p,4712346,4712346,0,,,4864089027,4868801373,rank193:F2,0,1785477744808791856,1785477749672880883,1785477749677593229
55,rank209:F2,compute,forward,2,209,13,1,209,209,13,13,2,steady,311286207,0,0,1.7854777496950853e+18,1.7854777500063716e+18,4868801373,5180087580,lane1:F2:s12->s13,179147238,1785477744808791856,1785477749677593229,1785477749988879436
55,lane1:F3:s11->s12,pp_message,forward,3,-1,11,1,177,193,11,12,-1,p2p,4712346,4712346,0,,,4872315304,4877027650,rank177:F3,0,1785477744808791856,1785477749681107160,1785477749685819506
55,rank193:F3,compute,forward,3,193,12,1,193,193,12,12,3,steady,308435089,0,0,1.785477749707737e+18,1.785477750016172e+18,4877027650,5185462739,lane1:F3:s11->s12,12938623,1785477744808791856,1785477749685819506,1785477749994254595
55,rank241:B0,compute,backward,0,241,15,1,241,241,15,15,1,steady,366485200,0,0,1.7854777497093783e+18,1.7854777500758636e+18,4888072474,5254557674,rank241:F0,0,1785477744808791856,1785477749696864330,1785477750063349530
55,lane1:F1:s14->s15,pp_message,forward,1,-1,14,1,225,241,14,15,-1,p2p,4712346,4712346,0,,,5003570663,5008283009,rank225:F1,0,1785477744808791856,1785477749812362519,1785477749817074865
55,lane1:F2:s13->s14,pp_message,forward,2,-1,13,1,209,225,13,14,-1,p2p,4712346,4712346,0,,,5180087580,5184799926,rank209:F2,0,1785477744808791856,1785477749988879436,1785477749993591782
55,lane1:F3:s12->s13,pp_message,forward,3,-1,12,1,193,209,12,13,-1,p2p,4712346,4712346,0,,,5185462739,5190175085,rank193:F3,0,1785477744808791856,1785477749994254595,1785477749998966941
55,lane1:B0:s15->s14,pp_message,backward,0,-1,15,1,241,225,15,14,-1,p2p,4712346,4712346,0,,,5254557674,5259270020,rank241:B0,0,1785477744808791856,1785477750063349530,1785477750068061876
55,rank225:B0,compute,backward,0,225,14,1,225,225,14,14,2,steady,704497657,0,0,1.7854777501797235e+18,1.7854777508842212e+18,5259270020,5963767677,lane1:B0:s15->s14,255699357,1785477744808791856,1785477750068061876,1785477750772559533
55,rank241:F1,compute,forward,1,241,15,1,241,241,15,15,2,steady,190645460,0,0,1.7854777501795533e+18,1.7854777503701988e+18,5259270020,5449915480,lane1:B0:s15->s14,4712346,1785477744808791856,1785477750068061876,1785477750258707336
55,rank241:B1,compute,backward,1,241,15,1,241,241,15,15,3,steady,364840008,0,0,1.7854777503703734e+18,1.7854777507352136e+18,5449915480,5814755488,rank241:F1,0,1785477744808791856,1785477750258707336,1785477750623547344
55,lane1:B1:s15->s14,pp_message,backward,1,-1,15,1,241,225,15,14,-1,p2p,4712346,4712346,0,,,5814755488,5819467834,rank241:B1,0,1785477744808791856,1785477750623547344,1785477750628259690
55,lane1:B0:s14->s13,pp_message,backward,0,-1,14,1,225,209,14,13,-1,p2p,4712346,4712346,0,,,5963767677,5968480023,rank225:B0,0,1785477744808791856,1785477750772559533,1785477750777271879
55,rank209:B0,compute,backward,0,209,13,1,209,209,13,13,3,steady,688020039,0,0,1.7854777509835953e+18,1.7854777516716152e+18,5968480023,6656500062,lane1:B0:s14->s13,788392443,1785477744808791856,1785477750777271879,1785477751465291918
55,rank225:F2,compute,forward,2,225,14,1,225,225,14,14,3,steady,309549623,0,0,1.7854777509835023e+18,1.7854777512930522e+18,5968480023,6278029646,lane1:B0:s14->s13,4712346,1785477744808791856,1785477750777271879,1785477751086821502
55,lane1:F2:s14->s15,pp_message,forward,2,-1,14,1,225,241,14,15,-1,p2p,4712346,4712346,0,,,6278029646,6282741992,rank225:F2,0,1785477744808791856,1785477751086821502,1785477751091533848
55,rank225:B1,compute,backward,1,225,14,1,225,225,14,14,4,steady,678679362,0,0,1.7854777512988785e+18,1.7854777519775578e+18,6282741992,6961421354,lane1:F2:s14->s15,4712346,1785477744808791856,1785477751091533848,1785477751770213210
55,rank241:F2,compute,forward,2,241,15,1,241,241,15,15,4,steady,190691043,0,0,1.7854777512989143e+18,1.7854777514896054e+18,6282741992,6473433035,lane1:F2:s14->s15,467986504,1785477744808791856,1785477751091533848,1785477751282224891
55,rank241:B2,compute,backward,2,241,15,1,241,241,15,15,5,steady,365015961,0,0,1.7854777514897938e+18,1.7854777518548096e+18,6473433035,6838448996,rank241:F2,0,1785477744808791856,1785477751282224891,1785477751647240852
55,lane1:B0:s13->s12,pp_message,backward,0,-1,13,1,209,193,13,12,-1,p2p,4712346,4712346,0,,,6656500062,6661212408,rank209:B0,0,1785477744808791856,1785477751465291918,1785477751470004264
55,rank193:B0,compute,backward,0,193,12,1,193,193,12,12,4,steady,680987796,0,0,1.785477751771473e+18,1.7854777524524605e+18,6661212408,7342200204,lane1:B0:s13->s12,1475749669,1785477744808791856,1785477751470004264,1785477752150992060
55,rank209:F3,compute,forward,3,209,13,1,209,209,13,13,4,steady,312902960,0,0,1.785477751771217e+18,1.7854777520841198e+18,6661212408,6974115368,lane1:B0:s13->s12,4712346,1785477744808791856,1785477751470004264,1785477751782907224
55,lane1:B2:s15->s14,pp_message,backward,2,-1,15,1,241,225,15,14,-1,p2p,4712346,4712346,0,,,6838448996,6843161342,rank241:B2,0,1785477744808791856,1785477751647240852,1785477751651953198
55,lane1:B1:s14->s13,pp_message,backward,1,-1,14,1,225,209,14,13,-1,p2p,4712346,4712346,0,,,6961421354,6966133700,rank225:B1,0,1785477744808791856,1785477751770213210,1785477751774925556
55,lane1:F3:s13->s14,pp_message,forward,3,-1,13,1,209,225,13,14,-1,p2p,4712346,4712346,0,,,6974115368,6978827714,rank209:F3,0,1785477744808791856,1785477751782907224,1785477751787619570
