iteration,node_id,kind,phase,microbatch,rank,pp_stage,pp_lane,src_rank,dst_rank,src_stage,dst_stage,sequence,region,duration_ns,network_service_ns,software_completion_ns,observed_start_ns,observed_end_ns,predicted_relative_start_ns,predicted_relative_end_ns,critical_predecessor,local_wait_ns,predicted_lane_origin_ns,predicted_start_ns,predicted_end_ns
55,rank110:B2,compute,backward,2,110,6,14,110,110,6,6,6,cooldown,696358477,0,0,1.785477758842417e+18,1.7854777595387753e+18,13020339077,13716697554,lane14:B2:s7->s6,322357075,1785477744808877140,1785477757829216217,1785477758525574694
55,lane14:B3:s8->s7,pp_message,backward,3,-1,8,14,142,126,8,7,-1,p2p,4712346,4712346,0,,,13074752627,13079464973,rank142:B3,0,1785477744808877140,1785477757883629767,1785477757888342113
55,rank126:B3,compute,backward,3,126,7,14,126,126,7,7,7,cooldown,680551079,0,0,1.7854777589085064e+18,1.7854777595890575e+18,13079464973,13760016052,lane14:B3:s8->s7,63838242,1785477744808877140,1785477757888342113,1785477758568893192
55,lane14:B0:s4->s3,pp_message,backward,0,-1,4,14,78,62,4,3,-1,p2p,4712346,4712346,0,,,13082082611,13086794957,rank78:B0,0,1785477744808877140,1785477757890959751,1785477757895672097
55,rank62:B0,compute,backward,0,62,3,14,62,62,3,3,4,cooldown,724177627,0,0,1.7854777590098568e+18,1.7854777597340344e+18,13086794957,13810972584,lane14:B0:s4->s3,10806821281,1785477744808877140,1785477757895672097,1785477758619849724
55,lane14:B1:s5->s4,pp_message,backward,1,-1,5,14,94,78,5,4,-1,p2p,4712346,4712346,0,,,13389816828,13394529174,rank94:B1,0,1785477744808877140,1785477758198693968,1785477758203406314
55,rank78:B1,compute,backward,1,78,4,14,78,78,4,4,5,cooldown,698868461,0,0,1.7854777593157133e+18,1.7854777600145815e+18,13394529174,14093397635,lane14:B1:s5->s4,312446563,1785477744808877140,1785477758203406314,1785477758902274775
55,lane14:B2:s6->s5,pp_message,backward,2,-1,6,14,110,94,6,5,-1,p2p,4712346,4712346,0,,,13716697554,13721409900,rank110:B2,0,1785477744808877140,1785477758525574694,1785477758530287040
55,rank94:B2,compute,backward,2,94,5,14,94,94,5,5,6,cooldown,687673486,0,0,1.7854777596375296e+18,1.7854777603252032e+18,13721409900,14409083386,lane14:B2:s6->s5,331593072,1785477744808877140,1785477758530287040,1785477759217960526
55,lane14:B3:s7->s6,pp_message,backward,3,-1,7,14,126,110,7,6,-1,p2p,4712346,4712346,0,,,13760016052,13764728398,rank126:B3,0,1785477744808877140,1785477758568893192,1785477758573605538
55,rank110:B3,compute,backward,3,110,6,14,110,110,6,6,7,cooldown,696612023,0,0,1.7854777596872507e+18,1.7854777603838628e+18,13764728398,14461340421,lane14:B3:s7->s6,48030844,1785477744808877140,1785477758573605538,1785477759270217561
55,lane14:B0:s3->s2,pp_message,backward,0,-1,3,14,62,46,3,2,-1,p2p,4712346,4712346,0,,,13810972584,13815684930,rank62:B0,0,1785477744808877140,1785477758619849724,1785477758624562070
55,rank46:B0,compute,backward,0,46,2,14,46,46,2,2,4,cooldown,704734916,0,0,1.7854777598337928e+18,1.7854777605385277e+18,13815684930,14520419846,lane14:B0:s3->s2,11960425989,1785477744808877140,1785477758624562070,1785477759329296986
55,lane14:B1:s4->s3,pp_message,backward,1,-1,4,14,78,62,4,3,-1,p2p,4712346,4712346,0,,,14093397635,14098109981,rank78:B1,0,1785477744808877140,1785477758902274775,1785477758906987121
55,rank62:B1,compute,backward,1,62,3,14,62,62,3,3,5,cooldown,696567072,0,0,1.7854777601133604e+18,1.7854777608099277e+18,14098109981,14794677053,lane14:B1:s4->s3,287137397,1785477744808877140,1785477758906987121,1785477759603554193
55,lane14:B2:s5->s4,pp_message,backward,2,-1,5,14,94,78,5,4,-1,p2p,4712346,4712346,0,,,14409083386,14413795732,rank94:B2,0,1785477744808877140,1785477759217960526,1785477759222672872
55,rank78:B2,compute,backward,2,78,4,14,78,78,4,4,6,cooldown,700631201,0,0,1.7854777604236657e+18,1.7854777611242967e+18,14413795732,15114426933,lane14:B2:s5->s4,320398097,1785477744808877140,1785477759222672872,1785477759923304073
55,lane14:B3:s6->s5,pp_message,backward,3,-1,6,14,110,94,6,5,-1,p2p,4712346,4712346,0,,,14461340421,14466052767,rank110:B3,0,1785477744808877140,1785477759270217561,1785477759274929907
55,rank94:B3,compute,backward,3,94,5,14,94,94,5,5,7,cooldown,687809133,0,0,1.785477760482915e+18,1.785477761170724e+18,14466052767,15153861900,lane14:B3:s6->s5,56969381,1785477744808877140,1785477759274929907,1785477759962739040
55,lane14:B0:s2->s1,pp_message,backward,0,-1,2,14,46,30,2,1,-1,p2p,4712346,4712346,0,,,14520419846,14525132192,rank46:B0,0,1785477744808877140,1785477759329296986,1785477759334009332
55,rank30:B0,compute,backward,0,30,1,14,30,30,1,1,4,cooldown,724024929,0,0,1.785477760638294e+18,1.785477761362319e+18,14525132192,15249157121,lane14:B0:s2->s1,13026240207,1785477744808877140,1785477759334009332,1785477760058034261
55,lane14:B1:s3->s2,pp_message,backward,1,-1,3,14,62,46,3,2,-1,p2p,4712346,4712346,0,,,14794677053,14799389399,rank62:B1,0,1785477744808877140,1785477759603554193,1785477759608266539
55,rank46:B1,compute,backward,1,46,2,14,46,46,2,2,5,cooldown,759298745,0,0,1.785477760908215e+18,1.7854777616675139e+18,14799389399,15558688144,lane14:B1:s3->s2,278969553,1785477744808877140,1785477759608266539,1785477760367565284
55,lane14:B2:s4->s3,pp_message,backward,2,-1,4,14,78,62,4,3,-1,p2p,4712346,4712346,0,,,15114426933,15119139279,rank78:B2,0,1785477744808877140,1785477759923304073,1785477759928016419
55,rank62:B2,compute,backward,2,62,3,14,62,62,3,3,6,cooldown,692513288,0,0,1.785477761223425e+18,1.7854777619159383e+18,15119139279,15811652567,lane14:B2:s4->s3,324462226,1785477744808877140,1785477759928016419,1785477760620529707
55,lane14:B3:s5->s4,pp_message,backward,3,-1,5,14,94,78,5,4,-1,p2p,4712346,4712346,0,,,15153861900,15158574246,rank94:B3,0,1785477744808877140,1785477759962739040,1785477759967451386
55,rank78:B3,compute,backward,3,78,4,14,78,78,4,4,7,cooldown,699257808,0,0,1.785477761268747e+18,1.7854777619680049e+18,15158574246,15857832054,lane14:B3:s5->s4,44147313,1785477744808877140,1785477759967451386,1785477760666709194
55,lane14:B0:s1->s0,pp_message,backward,0,-1,1,14,30,14,1,0,-1,p2p,4712346,4712346,0,,,15249157121,15253869467,rank30:B0,0,1785477744808877140,1785477760058034261,1785477760062746607
55,rank14:B0,compute,backward,0,14,0,14,14,14,0,0,4,cooldown,409091216,0,0,1.785477761461736e+18,1.785477761870827e+18,15253869467,15662960683,lane14:B0:s1->s0,14584605510,1785477744808877140,1785477760062746607,1785477760471837823
55,lane14:B1:s2->s1,pp_message,backward,1,-1,2,14,46,30,2,1,-1,p2p,4712346,4712346,0,,,15558688144,15563400490,rank46:B1,0,1785477744808877140,1785477760367565284,1785477760372277630
55,rank30:B1,compute,backward,1,30,1,14,30,30,1,1,5,cooldown,727277032,0,0,1.7854777617652872e+18,1.7854777624925642e+18,15563400490,16290677522,lane14:B1:s2->s1,314243369,1785477744808877140,1785477760372277630,1785477761099554662
55,lane14:B2:s3->s2,pp_message,backward,2,-1,3,14,62,46,3,2,-1,p2p,4712346,4712346,0,,,15811652567,15816364913,rank62:B2,0,1785477744808877140,1785477760620529707,1785477760625242053
55,rank46:B2,compute,backward,2,46,2,14,46,46,2,2,6,cooldown,707772770,0,0,1.785477762014343e+18,1.7854777627221158e+18,15816364913,16524137683,lane14:B2:s3->s2,257676769,1785477744808877140,1785477760625242053,1785477761333014823
55,lane14:B3:s4->s3,pp_message,backward,3,-1,4,14,78,62,4,3,-1,p2p,4712346,4712346,0,,,15857832054,15862544400,rank78:B3,0,1785477744808877140,1785477760666709194,1785477760671421540
55,rank62:B3,compute,backward,3,62,3,14,62,62,3,3,7,cooldown,692622446,0,0,1.785477762066435e+18,1.7854777627590574e+18,15862544400,16555166846,lane14:B3:s4->s3,50891833,1785477744808877140,1785477760671421540,1785477761364043986
55,lane14:B1:s1->s0,pp_message,backward,1,-1,1,14,30,14,1,0,-1,p2p,4712346,4712346,0,,,16290677522,16295389868,rank30:B1,0,1785477744808877140,1785477761099554662,1785477761104267008
55,rank14:B1,compute,backward,1,14,0,14,14,14,0,0,5,cooldown,415018310,0,0,1.7854777625915418e+18,1.7854777630065603e+18,16295389868,16710408178,lane14:B1:s1->s0,632429185,1785477744808877140,1785477761104267008,1785477761519285318
55,lane14:B2:s2->s1,pp_message,backward,2,-1,2,14,46,30,2,1,-1,p2p,4712346,4712346,0,,,16524137683,16528850029,rank46:B2,0,1785477744808877140,1785477761333014823,1785477761337727169
55,rank30:B2,compute,backward,2,30,1,14,30,30,1,1,6,cooldown,723975230,0,0,1.7854777628216456e+18,1.7854777635456207e+18,16528850029,17252825259,lane14:B2:s2->s1,238172507,1785477744808877140,1785477761337727169,1785477762061702399
55,lane14:B3:s3->s2,pp_message,backward,3,-1,3,14,62,46,3,2,-1,p2p,4712346,4712346,0,,,16555166846,16559879192,rank62:B3,0,1785477744808877140,1785477761364043986,1785477761368756332
55,rank46:B3,compute,backward,3,46,2,14,46,46,2,2,7,cooldown,705172212,0,0,1.7854777628572378e+18,1.7854777635624097e+18,16559879192,17265051404,lane14:B3:s3->s2,35741509,1785477744808877140,1785477761368756332,1785477762073928544
55,lane14:B2:s1->s0,pp_message,backward,2,-1,1,14,30,14,1,0,-1,p2p,4712346,4712346,0,,,17252825259,17257537605,rank30:B2,0,1785477744808877140,1785477762061702399,1785477762066414745
55,rank14:B2,compute,backward,2,14,0,14,14,14,0,0,6,cooldown,408994674,0,0,1.7854777636439944e+18,1.7854777640529892e+18,17257537605,17666532279,lane14:B2:s1->s0,547129427,1785477744808877140,1785477762066414745,1785477762475409419
55,lane14:B3:s2->s1,pp_message,backward,3,-1,2,14,46,30,2,1,-1,p2p,4712346,4712346,0,,,17265051404,17269763750,rank46:B3,0,1785477744808877140,1785477762073928544,1785477762078640890
55,rank30:B3,compute,backward,3,30,1,14,30,30,1,1,7,cooldown,726383803,0,0,1.7854777636610437e+18,1.7854777643874276e+18,17269763750,17996147553,lane14:B3:s2->s1,16938491,1785477744808877140,1785477762078640890,1785477762805024693
55,lane14:B3:s1->s0,pp_message,backward,3,-1,1,14,30,14,1,0,-1,p2p,4712346,4712346,0,,,17996147553,18000859899,rank30:B3,0,1785477744808877140,1785477762805024693,1785477762809737039
55,rank14:B3,compute,backward,3,14,0,14,14,14,0,0,7,cooldown,408363529,0,0,1.785477764486403e+18,1.7854777648947666e+18,18000859899,18409223428,lane14:B3:s1->s0,334327620,1785477744808877140,1785477762809737039,1785477763218100568
55,rank15:F0,compute,forward,0,15,0,15,15,15,0,0,0,warmup,160262362,0,0,1.7854777448091543e+18,1.7854777449694167e+18,0,160262362,,0,1785477744809154297,1785477744809154297,1785477744969416659
55,lane15:F0:s0->s1,pp_message,forward,0,-1,0,15,15,31,0,1,-1,p2p,4712346,4712346,0,,,160262362,164974708,rank15:F0,0,1785477744809154297,1785477744969416659,1785477744974129005
55,rank15:F1,compute,forward,1,15,0,15,15,15,0,0,1,warmup,157631343,0,0,1.7854777449753935e+18,1.7854777451330248e+18,164974708,322606051,lane15:F0:s0->s1,4712346,1785477744809154297,1785477744974129005,1785477745131760348
55,rank31:F0,compute,forward,0,31,1,15,31,31,1,1,0,warmup,322851890,0,0,1.7854777449753702e+18,1.785477745298222e+18,164974708,487826598,lane15:F0:s0->s1,164974708,1785477744809154297,1785477744974129005,1785477745296980895
55,lane15:F1:s0->s1,pp_message,forward,1,-1,0,15,15,31,0,1,-1,p2p,4712346,4712346,0,,,322606051,327318397,rank15:F1,0,1785477744809154297,1785477745131760348,1785477745136472694
55,rank15:F2,compute,forward,2,15,0,15,15,15,0,0,2,warmup,157128677,0,0,1.7854777453098301e+18,1.7854777454669588e+18,327318397,484447074,lane15:F1:s0->s1,4712346,1785477744809154297,1785477745136472694,1785477745293601371
55,lane15:F2:s0->s1,pp_message,forward,2,-1,0,15,15,31,0,1,-1,p2p,4712346,4712346,0,,,484447074,489159420,rank15:F2,0,1785477744809154297,1785477745293601371,1785477745298313717
55,lane15:F0:s1->s2,pp_message,forward,0,-1,1,15,31,47,1,2,-1,p2p,4712346,4712346,0,,,487826598,492538944,rank31:F0,0,1785477744809154297,1785477745296980895,1785477745301693241
55,rank15:F3,compute,forward,3,15,0,15,15,15,0,0,3,warmup,176327004,0,0,1.7854777456650342e+18,1.7854777458413614e+18,489159420,665486424,lane15:F2:s0->s1,4712346,1785477744809154297,1785477745298313717,1785477745474640721
55,rank31:F1,compute,forward,1,31,1,15,31,31,1,1,1,warmup,326367804,0,0,1.7854777453097364e+18,1.7854777456361042e+18,492538944,818906748,lane15:F0:s1->s2,4712346,1785477744809154297,1785477745301693241,1785477745628061045
55,rank47:F0,compute,forward,0,47,2,15,47,47,2,2,0,warmup,343723051,0,0,1.7854777453040648e+18,1.7854777456477878e+18,492538944,836261995,lane15:F0:s1->s2,492538944,1785477744809154297,1785477745301693241,1785477745645416292
55,lane15:F3:s0->s1,pp_message,forward,3,-1,0,15,15,31,0,1,-1,p2p,4712346,4712346,0,,,665486424,670198770,rank15:F3,0,1785477744809154297,1785477745474640721,1785477745479353067
55,lane15:F1:s1->s2,pp_message,forward,1,-1,1,15,31,47,1,2,-1,p2p,4712346,4712346,0,,,818906748,823619094,rank31:F1,0,1785477744809154297,1785477745628061045,1785477745632773391
55,rank31:F2,compute,forward,2,31,1,15,31,31,1,1,2,warmup,340586585,0,0,1.7854777456648666e+18,1.7854777460054533e+18,823619094,1164205679,lane15:F1:s1->s2,4712346,1785477744809154297,1785477745632773391,1785477745973359976
55,lane15:F0:s2->s3,pp_message,forward,0,-1,2,15,47,63,2,3,-1,p2p,4712346,4712346,0,,,836261995,840974341,rank47:F0,0,1785477744809154297,1785477745645416292,1785477745650128638
55,rank47:F1,compute,forward,1,47,2,15,47,47,2,2,1,warmup,335519137,0,0,1.7854777456590354e+18,1.7854777459945544e+18,840974341,1176493478,lane15:F0:s2->s3,4712346,1785477744809154297,1785477745650128638,1785477745985647775
55,rank63:F0,compute,forward,0,63,3,15,63,63,3,3,0,warmup,407335434,0,0,1.785477745653218e+18,1.7854777460605535e+18,840974341,1248309775,lane15:F0:s2->s3,840974341,1785477744809154297,1785477745650128638,1785477746057464072
55,lane15:F2:s1->s2,pp_message,forward,2,-1,1,15,31,47,1,2,-1,p2p,4712346,4712346,0,,,1164205679,1168918025,rank31:F2,0,1785477744809154297,1785477745973359976,1785477745978072322
55,rank31:F3,compute,forward,3,31,1,15,31,31,1,1,3,warmup,323879473,0,0,1.7854777460832497e+18,1.7854777464071293e+18,1168918025,1492797498,lane15:F2:s1->s2,4712346,1785477744809154297,1785477745978072322,1785477746301951795
55,lane15:F1:s2->s3,pp_message,forward,1,-1,2,15,47,63,2,3,-1,p2p,4712346,4712346,0,,,1176493478,1181205824,rank47:F1,0,1785477744809154297,1785477745985647775,1785477745990360121
55,rank47:F2,compute,forward,2,47,2,15,47,47,2,2,2,warmup,318570530,0,0,1.7854777460772726e+18,1.785477746395843e+18,1181205824,1499776354,lane15:F1:s2->s3,4712346,1785477744809154297,1785477745990360121,1785477746308930651
55,lane15:F0:s3->s4,pp_message,forward,0,-1,3,15,63,79,3,4,-1,p2p,4712346,4712346,0,,,1248309775,1253022121,rank63:F0,0,1785477744809154297,1785477746057464072,1785477746062176418
55,rank63:F1,compute,forward,1,63,3,15,63,63,3,3,1,warmup,352268259,0,0,1.785477746071274e+18,1.7854777464235423e+18,1253022121,1605290380,lane15:F0:s3->s4,4712346,1785477744809154297,1785477746062176418,1785477746414444677
55,rank79:F0,compute,forward,0,79,4,15,79,79,4,4,0,warmup,318076540,0,0,1.7854777460663096e+18,1.7854777463843863e+18,1253022121,1571098661,lane15:F0:s3->s4,1253022121,1785477744809154297,1785477746062176418,1785477746380252958
55,lane15:F3:s1->s2,pp_message,forward,3,-1,1,15,31,47,1,2,-1,p2p,4712346,4712346,0,,,1492797498,1497509844,rank31:F3,0,1785477744809154297,1785477746301951795,1785477746306664141
55,lane15:F2:s2->s3,pp_message,forward,2,-1,2,15,47,63,2,3,-1,p2p,4712346,4712346,0,,,1499776354,1504488700,rank47:F2,0,1785477744809154297,1785477746308930651,1785477746313642997
55,rank47:F3,compute,forward,3,47,2,15,47,47,2,2,3,warmup,345570266,0,0,1.7854777464399823e+18,1.7854777467855524e+18,1504488700,1850058966,lane15:F2:s2->s3,4712346,1785477744809154297,1785477746313642997,1785477746659213263
55,lane15:F0:s4->s5,pp_message,forward,0,-1,4,15,79,95,4,5,-1,p2p,4712346,4712346,0,,,1571098661,1575811007,rank79:F0,0,1785477744809154297,1785477746380252958,1785477746384965304
55,rank95:F0,compute,forward,0,95,5,15,95,95,5,5,0,warmup,314724129,0,0,1.7854777463899942e+18,1.7854777467047183e+18,1575811007,1890535136,lane15:F0:s4->s5,1575811007,1785477744809154297,1785477746384965304,1785477746699689433
55,lane15:F1:s3->s4,pp_message,forward,1,-1,3,15,63,79,3,4,-1,p2p,4712346,4712346,0,,,1605290380,1610002726,rank63:F1,0,1785477744809154297,1785477746414444677,1785477746419157023
55,rank63:F2,compute,forward,2,63,3,15,63,63,3,3,2,warmup,336898821,0,0,1.7854777464343222e+18,1.785477746771221e+18,1610002726,1946901547,lane15:F1:s3->s4,4712346,1785477744809154297,1785477746419157023,1785477746756055844
55,rank79:F1,compute,forward,1,79,4,15,79,79,4,4,1,warmup,317653605,0,0,1.7854777464289618e+18,1.7854777467466156e+18,1610002726,1927656331,lane15:F1:s3->s4,38904065,1785477744809154297,1785477746419157023,1785477746736810628
55,lane15:F3:s2->s3,pp_message,forward,3,-1,2,15,47,63,2,3,-1,p2p,4712346,4712346,0,,,1850058966,1854771312,rank47:F3,0,1785477744809154297,1785477746659213263,1785477746663925609
55,lane15:F0:s5->s6,pp_message,forward,0,-1,5,15,95,111,5,6,-1,p2p,4712346,4712346,0,,,1890535136,1895247482,rank95:F0,0,1785477744809154297,1785477746699689433,1785477746704401779
55,rank111:F0,compute,forward,0,111,6,15,111,111,6,6,0,warmup,315797311,0,0,1.7854777467109197e+18,1.7854777470267172e+18,1895247482,2211044793,lane15:F0:s5->s6,1895247482,1785477744809154297,1785477746704401779,1785477747020199090
55,lane15:F1:s4->s5,pp_message,forward,1,-1,4,15,79,95,4,5,-1,p2p,4712346,4712346,0,,,1927656331,1932368677,rank79:F1,0,1785477744809154297,1785477746736810628,1785477746741522974
55,rank95:F1,compute,forward,1,95,5,15,95,95,5,5,1,warmup,461514238,0,0,1.7854777467518413e+18,1.7854777472133555e+18,1932368677,2393882915,lane15:F1:s4->s5,41833541,1785477744809154297,1785477746741522974,1785477747203037212
55,lane15:F2:s3->s4,pp_message,forward,2,-1,3,15,63,79,3,4,-1,p2p,4712346,4712346,0,,,1946901547,1951613893,rank63:F2,0,1785477744809154297,1785477746756055844,1785477746760768190
55,rank63:F3,compute,forward,3,63,3,15,63,63,3,3,3,warmup,325639331,0,0,1.7854777467909852e+18,1.7854777471166244e+18,1951613893,2277253224,lane15:F2:s3->s4,4712346,1785477744809154297,1785477746760768190,1785477747086407521
55,rank79:F2,compute,forward,2,79,4,15,79,79,4,4,2,warmup,316766493,0,0,1.7854777467766484e+18,1.785477747093415e+18,1951613893,2268380386,lane15:F2:s3->s4,23957562,1785477744809154297,1785477746760768190,1785477747077534683
55,lane15:F0:s6->s7,pp_message,forward,0,-1,6,15,111,127,6,7,-1,p2p,4712346,4712346,0,,,2211044793,2215757139,rank111:F0,0,1785477744809154297,1785477747020199090,1785477747024911436
55,rank127:F0,compute,forward,0,127,7,15,127,127,7,7,0,warmup,321555590,0,0,1.785477747033008e+18,1.7854777473545636e+18,2215757139,2537312729,lane15:F0:s6->s7,2215757139,1785477744809154297,1785477747024911436,1785477747346467026
55,lane15:F2:s4->s5,pp_message,forward,2,-1,4,15,79,95,4,5,-1,p2p,4712346,4712346,0,,,2268380386,2273092732,rank79:F2,0,1785477744809154297,1785477747077534683,1785477747082247029
55,lane15:F3:s3->s4,pp_message,forward,3,-1,3,15,63,79,3,4,-1,p2p,4712346,4712346,0,,,2277253224,2281965570,rank63:F3,0,1785477744809154297,1785477747086407521,1785477747091119867
55,rank79:F3,compute,forward,3,79,4,15,79,79,4,4,3,warmup,329343561,0,0,1.785477747229306e+18,1.7854777475586496e+18,2281965570,2611309131,lane15:F3:s3->s4,13585184,1785477744809154297,1785477747091119867,1785477747420463428
55,lane15:F1:s5->s6,pp_message,forward,1,-1,5,15,95,111,5,6,-1,p2p,4712346,4712346,0,,,2393882915,2398595261,rank95:F1,0,1785477744809154297,1785477747203037212,1785477747207749558
55,rank111:F1,compute,forward,1,111,6,15,111,111,6,6,1,warmup,327869218,0,0,1.7854777472184128e+18,1.785477747546282e+18,2398595261,2726464479,lane15:F1:s5->s6,187550468,1785477744809154297,1785477747207749558,1785477747535618776
55,rank95:F2,compute,forward,2,95,5,15,95,95,5,5,2,warmup,324213373,0,0,1.7854777472236675e+18,1.785477747547881e+18,2398595261,2722808634,lane15:F1:s5->s6,4712346,1785477744809154297,1785477747207749558,1785477747531962931
55,lane15:F0:s7->s8,pp_message,forward,0,-1,7,15,127,143,7,8,-1,p2p,4712346,4712346,0,,,2537312729,2542025075,rank127:F0,0,1785477744809154297,1785477747346467026,1785477747351179372
55,rank143:F0,compute,forward,0,143,8,15,143,143,8,8,0,warmup,315308065,0,0,1.785477747359928e+18,1.785477747675236e+18,2542025075,2857333140,lane15:F0:s7->s8,2542025075,1785477744809154297,1785477747351179372,1785477747666487437
55,lane15:F3:s4->s5,pp_message,forward,3,-1,4,15,79,95,4,5,-1,p2p,4712346,4712346,0,,,2611309131,2616021477,rank79:F3,0,1785477744809154297,1785477747420463428,1785477747425175774
55,lane15:F2:s5->s6,pp_message,forward,2,-1,5,15,95,111,5,6,-1,p2p,4712346,4712346,0,,,2722808634,2727520980,rank95:F2,0,1785477744809154297,1785477747531962931,1785477747536675277
55,lane15:F1:s6->s7,pp_message,forward,1,-1,6,15,111,127,6,7,-1,p2p,4712346,4712346,0,,,2726464479,2731176825,rank111:F1,0,1785477744809154297,1785477747535618776,1785477747540331122
55,rank95:F3,compute,forward,3,95,5,15,95,95,5,5,3,warmup,312359856,0,0,1.7854777475639324e+18,1.785477747876292e+18,2727520980,3039880836,lane15:F2:s5->s6,4712346,1785477744809154297,1785477747536675277,1785477747849035133
55,rank111:F2,compute,forward,2,111,6,15,111,111,6,6,2,warmup,328981700,0,0,1.7854777475577638e+18,1.7854777478867456e+18,2731176825,3060158525,lane15:F1:s6->s7,4712346,1785477744809154297,1785477747540331122,1785477747869312822
55,rank127:F1,compute,forward,1,127,7,15,127,127,7,7,1,warmup,311435498,0,0,1.7854777475513597e+18,1.7854777478627953e+18,2731176825,3042612323,lane15:F1:s6->s7,193864096,1785477744809154297,1785477747540331122,1785477747851766620
55,lane15:F0:s8->s9,pp_message,forward,0,-1,8,15,143,159,8,9,-1,p2p,4712346,4712346,0,,,2857333140,2862045486,rank143:F0,0,1785477744809154297,1785477747666487437,1785477747671199783
55,rank159:F0,compute,forward,0,159,9,15,159,159,9,9,0,warmup,322528616,0,0,1.78547774768063e+18,1.7854777480031585e+18,2862045486,3184574102,lane15:F0:s8->s9,2862045486,1785477744809154297,1785477747671199783,1785477747993728399
55,lane15:F3:s5->s6,pp_message,forward,3,-1,5,15,95,111,5,6,-1,p2p,4712346,4712346,0,,,3039880836,3044593182,rank95:F3,0,1785477744809154297,1785477747849035133,1785477747853747479
55,lane15:F1:s7->s8,pp_message,forward,1,-1,7,15,127,143,7,8,-1,p2p,4712346,4712346,0,,,3042612323,3047324669,rank127:F1,0,1785477744809154297,1785477747851766620,1785477747856478966
55,rank143:F1,compute,forward,1,143,8,15,143,143,8,8,1,warmup,316625631,0,0,1.7854777478679442e+18,1.7854777481845699e+18,3047324669,3363950300,lane15:F1:s7->s8,189991529,1785477744809154297,1785477747856478966,1785477748173104597
55,lane15:F2:s6->s7,pp_message,forward,2,-1,6,15,111,127,6,7,-1,p2p,4712346,4712346,0,,,3060158525,3064870871,rank111:F2,0,1785477744809154297,1785477747869312822,1785477747874025168
55,rank111:F3,compute,forward,3,111,6,15,111,111,6,6,3,warmup,314872069,0,0,1.785477747896735e+18,1.785477748211607e+18,3064870871,3379742940,lane15:F2:s6->s7,4712346,1785477744809154297,1785477747874025168,1785477748188897237
55,rank127:F2,compute,forward,2,127,7,15,127,127,7,7,2,warmup,309724665,0,0,1.785477747891682e+18,1.7854777482014067e+18,3064870871,3374595536,lane15:F2:s6->s7,22258548,1785477744809154297,1785477747874025168,1785477748183749833
55,lane15:F0:s9->s10,pp_message,forward,0,-1,9,15,159,175,9,10,-1,p2p,4712346,4712346,0,,,3184574102,3189286448,rank159:F0,0,1785477744809154297,1785477747993728399,1785477747998440745
55,rank175:F0,compute,forward,0,175,10,15,175,175,10,10,0,warmup,313176201,0,0,1.7854777480086533e+18,1.7854777483218296e+18,3189286448,3502462649,lane15:F0:s9->s10,3189286448,1785477744809154297,1785477747998440745,1785477748311616946
55,lane15:F1:s8->s9,pp_message,forward,1,-1,8,15,143,159,8,9,-1,p2p,4712346,4712346,0,,,3363950300,3368662646,rank143:F1,0,1785477744809154297,1785477748173104597,1785477748177816943
55,rank159:F1,compute,forward,1,159,9,15,159,159,9,9,1,warmup,317641482,0,0,1.7854777481897838e+18,1.7854777485074253e+18,3368662646,3686304128,lane15:F1:s8->s9,184088544,1785477744809154297,1785477748177816943,1785477748495458425
55,lane15:F2:s7->s8,pp_message,forward,2,-1,7,15,127,143,7,8,-1,p2p,4712346,4712346,0,,,3374595536,3379307882,rank127:F2,0,1785477744809154297,1785477748183749833,1785477748188462179
55,rank143:F2,compute,forward,2,143,8,15,143,143,8,8,2,warmup,311658329,0,0,1.7854777482065528e+18,1.7854777485182113e+18,3379307882,3690966211,lane15:F2:s7->s8,15357582,1785477744809154297,1785477748188462179,1785477748500120508
55,lane15:F3:s6->s7,pp_message,forward,3,-1,6,15,111,127,6,7,-1,p2p,4712346,4712346,0,,,3379742940,3384455286,rank111:F3,0,1785477744809154297,1785477748188897237,1785477748193609583
55,rank127:F3,compute,forward,3,127,7,15,127,127,7,7,3,warmup,309433983,0,0,1.785477748216691e+18,1.7854777485261248e+18,3384455286,3693889269,lane15:F3:s6->s7,9859750,1785477744809154297,1785477748193609583,1785477748503043566
55,lane15:F0:s10->s11,pp_message,forward,0,-1,10,15,175,191,10,11,-1,p2p,4712346,4712346,0,,,3502462649,3507174995,rank175:F0,0,1785477744809154297,1785477748311616946,1785477748316329292
55,rank191:F0,compute,forward,0,191,11,15,191,191,11,11,0,warmup,313044528,0,0,1.7854777483274117e+18,1.7854777486404562e+18,3507174995,3820219523,lane15:F0:s10->s11,3507174995,1785477744809154297,1785477748316329292,1785477748629373820
55,lane15:F1:s9->s10,pp_message,forward,1,-1,9,15,159,175,9,10,-1,p2p,4712346,4712346,0,,,3686304128,3691016474,rank159:F1,0,1785477744809154297,1785477748495458425,1785477748500170771
55,lane15:F2:s8->s9,pp_message,forward,2,-1,8,15,143,159,8,9,-1,p2p,4712346,4712346,0,,,3690966211,3695678557,rank143:F2,0,1785477744809154297,1785477748500120508,1785477748504832854
55,rank175:F1,compute,forward,1,175,10,15,175,175,10,10,1,warmup,310357504,0,0,1.7854777485126415e+18,1.785477748822999e+18,3691016474,4001373978,lane15:F1:s9->s10,188553825,1785477744809154297,1785477748500170771,1785477748810528275
